variant_raw,customer,anomaly_type,consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,variant_log1p,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
raw,2968000,contextual_point,21,477,2024-02-21,0.923853995621237,5,0,dp;zms;units;isolation_forest;calf,,1,units,16.0,log1p,19,477,0.8610905856595512,5,0,dp;zms;units;isolation_forest;calf,,1,units,3.0
raw,2968000,contextual_point,24,475,2024-02-19,0.9102456212370004,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,7,475,0.95523056923919,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,11.0
raw,2968000,global_point,1,471,2024-02-15,0.9976666666666668,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0,log1p,1,471,0.9742777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;units;datamole;gpt4ts,2.0
raw,2968000,global_point,2,499,2024-03-14,0.996625,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,2.0,log1p,4,499,0.943513888888889,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;gpt4ts,6.0
raw,2968000,global_point,3,370,2023-11-06,0.9946111111111112,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,2.0,log1p,20,370,0.8569305555555555,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,1.0
raw,2968000,global_point,4,527,2024-04-11,0.9944583333333332,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0,log1p,11,527,0.9204166666666664,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;datamole;gpt4ts,1.0
raw,2968000,global_point,5,577,2024-05-31,0.9916666666666666,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,5.0,log1p,2,577,0.9605555555555556,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,2.0
raw,2968000,global_point,7,321,2023-09-18,0.9852083333333332,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,5.0,log1p,7,321,0.9344583333333332,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,4.0
raw,2968000,global_point,8,337,2023-10-04,0.9782361111111112,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,5.0,log1p,8,337,0.9344305555555554,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;gpt4ts,23.0
raw,2968000,global_point,9,388,2023-11-24,0.9744583333333334,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,9.0,log1p,3,388,0.944763888888889,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,7.0
raw,2968000,global_point,10,367,2023-11-03,0.9728611111111112,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,11.0,log1p,5,367,0.942347222222222,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;datamole,12.0
raw,2968000,global_point,11,398,2023-12-04,0.970125,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;gpt4ts,8.0,log1p,17,398,0.867388888888889,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,10.0
raw,2968000,global_point,12,596,2024-06-19,0.9627777777777776,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,9.0,log1p,9,596,0.9316666666666666,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,21.0
raw,2968000,global_point,16,573,2024-05-27,0.935125,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;units;datamole;gpt4ts,7.0,log1p,13,573,0.9157083333333336,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;gpt4ts,2.0
raw,2968000,global_point,23,468,2024-02-12,0.8997777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;datamole;gpt4ts,17.0,log1p,6,468,0.9384305555555554,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;gpt4ts,4.0
raw,2968000,subsequence_pattern,1,471,2024-02-15,0.9451510673234812,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,log1p,3,471,0.9400275041050904,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,2.0
raw,2968000,subsequence_pattern,2,469,2024-02-13,0.9446949917898192,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,5.0,log1p,1,469,0.9529555966064588,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
raw,2968000,subsequence_pattern,3,468,2024-02-12,0.9165067733990148,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,9.0,log1p,2,468,0.9516340996168584,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,4.0
raw,2968000,subsequence_pattern,7,388,2023-11-24,0.9069906951286262,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,8.0,log1p,5,388,0.8864202244116038,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,7.0
raw,2968000,subsequence_pattern,8,398,2023-12-04,0.8971501094690749,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,8.0,log1p,8,398,0.8682601943076081,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,13.0
raw,2968000,subsequence_pattern,9,475,2024-02-19,0.8932598522167489,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,,log1p,4,475,0.8961262999452655,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,2968000,subsequence_pattern,10,370,2023-11-06,0.883672619047619,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0,log1p,7,370,0.8751965654077724,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,4.0
raw,2968000,subsequence_pattern,12,367,2023-11-03,0.8693374384236453,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,6.0,log1p,20,367,0.8385114942528735,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,10.0
raw,2968000,subsequence_pattern,13,387,2023-11-23,0.8673562534209086,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,21.0,log1p,23,387,0.8190797071702244,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,2.0
raw,2968000,subsequence_pattern,14,448,2024-01-23,0.8669330870279147,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,17.0,log1p,10,448,0.8613948412698413,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,2968000,subsequence_pattern,16,415,2023-12-21,0.8558675424192665,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,,log1p,12,415,0.8549463601532568,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,18.0
raw,2968000,subsequence_pattern,24,577,2024-05-31,0.8144191297208538,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,6.0,log1p,24,577,0.8130069786535303,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,2.0
raw,3296000,contextual_point,1,486,2024-03-01,0.9970443349753694,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,3,486,0.9815715654077722,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,1.0
raw,3296000,contextual_point,2,531,2024-04-15,0.996678297755884,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0,log1p,4,531,0.9764829638752052,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,1.0
raw,3296000,contextual_point,3,580,2024-06-03,0.9846743295019156,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,8.0,log1p,1,580,0.9906951286261632,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,2.0
raw,3296000,contextual_point,4,505,2024-03-20,0.9840671182266008,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,log1p,15,505,0.8802972769567597,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,11.0
raw,3296000,contextual_point,7,153,2023-04-03,0.96873460591133,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,8.0,log1p,5,153,0.952423713738369,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,2.0
raw,3296000,contextual_point,9,596,2024-06-19,0.9677066228790366,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,19.0,log1p,2,596,0.9890530925013684,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,3.0
raw,3296000,contextual_point,11,561,2024-05-15,0.961374521072797,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,4.0,log1p,11,561,0.8872810618500273,5,0,dp;zms;units;isolation_forest;calf,,1,zms,6.0
raw,3296000,contextual_point,14,356,2023-10-23,0.9390667761357416,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,19.0,log1p,7,356,0.9137195539135192,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,8.0
raw,3296000,contextual_point,15,519,2024-04-03,0.931694718117132,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,18.0,log1p,17,519,0.8767019020251778,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,7.0
raw,3296000,contextual_point,17,524,2024-04-08,0.9142840038314176,5,0,dp;zms;units;isolation_forest;calf,,1,units,18.0,log1p,6,524,0.9361743979200876,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,10.0
raw,3296000,contextual_point,19,588,2024-06-11,0.9116037219485494,3,2,dp;zms;isolation_forest,units;calf,0,,,log1p,12,588,0.884783798576902,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,22.0
raw,3296000,contextual_point,20,139,2023-03-20,0.9109554597701148,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,16,139,0.8767788724685277,5,0,dp;zms;units;isolation_forest;calf,,1,zms,15.0
raw,3296000,contextual_point,21,260,2023-07-19,0.9065527504105092,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,19,260,0.8710197728516693,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,17.0
raw,3296000,contextual_point,22,489,2024-03-04,0.9031198686371102,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,18,489,0.8746390941434046,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,15.0
raw,3296000,contextual_point,24,202,2023-05-22,0.8957170224411604,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,10,202,0.8885160098522167,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,12.0
raw,3296000,contextual_point,25,594,2024-06-17,0.8951833607006021,3,2,dp;zms;isolation_forest,units;calf,0,,,log1p,14,594,0.8836891078270389,3,2,dp;zms;isolation_forest,units;calf,1,zms,15.0
raw,3296000,global_point,3,531,2024-04-15,0.9929722222222224,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,2.0,log1p,25,531,0.8081250000000001,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,4.0
raw,3296000,global_point,18,547,2024-05-01,0.9127916666666666,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;calf,9.0,log1p,5,547,0.9152638888888888,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,15.0
raw,3296000,global_point,21,595,2024-06-18,0.8666666666666666,3,2,itrans;datamole;gpt4ts,calf;units,0,,,log1p,1,595,0.9733333333333332,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,3.0
raw,3296000,global_point,23,571,2024-05-25,0.8625694444444445,5,0,itrans;calf;units;datamole;gpt4ts,,0,,,log1p,10,571,0.864013888888889,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,3296000,subsequence_pattern,1,562,2024-05-16,0.9874828954570332,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,log1p,12,562,0.8672183223864259,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,1.0
raw,3296000,subsequence_pattern,2,561,2024-05-15,0.9847091543513958,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,log1p,21,561,0.8447519157088124,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,4.0
raw,3296000,subsequence_pattern,3,580,2024-06-03,0.9679187192118228,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,10.0,log1p,18,580,0.8515886699507389,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,3.0
raw,3296000,subsequence_pattern,4,531,2024-04-15,0.9589204296661192,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0,log1p,6,531,0.8847003284072249,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,3.0
raw,3296000,subsequence_pattern,7,521,2024-04-05,0.936647030651341,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,6.0,log1p,7,521,0.8833854679802956,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,5.0
raw,3296000,subsequence_pattern,12,532,2024-04-16,0.9102214696223316,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,19.0,log1p,22,532,0.8428111658456485,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,2.0
