method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
kmeans,1,608,2024-07-01,7.670302558688262,1.0,0.8434592227695675,7,3,2,kmeans;dwt;ocsvm,calf;itrans
kmeans,2,607,2024-06-30,7.665184954794513,0.9983579638752053,0.7044334975369458,75,3,2,kmeans;dwt;ocsvm,calf;itrans
dwt,33,405,2023-12-11,5.0,0.9351395730706076,0.6161791187739464,158,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,406,2023-12-12,5.0,0.9351395730706076,0.6467181855500821,128,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,407,2023-12-13,5.0,0.9351395730706076,0.45320333880678715,359,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,440,2024-01-15,5.0,0.9351395730706076,0.7178544745484401,63,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,441,2024-01-16,5.0,0.9351395730706076,0.7372419950738917,49,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,442,2024-01-17,5.0,0.9351395730706076,0.8277720306513411,11,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,443,2024-01-18,5.0,0.9351395730706076,0.65166495621237,124,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,444,2024-01-19,5.0,0.9351395730706076,0.6747437739463602,100,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,445,2024-01-20,5.0,0.9351395730706076,0.5701577723043241,210,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,446,2024-01-21,5.0,0.9351395730706076,0.6844763273125343,88,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,33,447,2024-01-22,5.0,0.9351395730706076,0.6731662561576355,105,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,49,448,2024-01-23,4.0,0.9088669950738916,0.7956146688560481,19,5,0,kmeans;dwt;calf;itrans;ocsvm,
dwt,49,449,2024-01-24,4.0,0.9088669950738916,0.6842129173508484,89,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,1,569,2024-05-23,5.3517985343933105,1.0,0.7825369458128079,24,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,2,301,2023-08-29,4.786301612854004,0.9982638888888888,0.55775622605364,229,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,3,568,2024-05-22,4.552211284637451,0.9965277777777778,0.7192349480021895,61,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,4,436,2024-01-11,4.296047687530518,0.9947916666666666,0.7900059523809524,21,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,5,190,2023-05-10,4.2390007972717285,0.9930555555555556,0.6217769567597154,151,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,6,517,2024-04-01,3.9171032905578613,0.9913194444444444,0.7673509168035031,30,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,7,570,2024-05-24,3.805312156677246,0.9895833333333334,0.7120956486042693,67,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,8,422,2023-12-28,3.7341227531433105,0.9878472222222222,0.6665710864805693,110,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,9,448,2024-01-23,3.694585084915161,0.9861111111111112,0.7956146688560481,19,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,10,522,2024-04-06,3.4850523471832275,0.984375,0.7091722085385879,69,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,11,153,2023-04-03,3.4383625984191895,0.9826388888888888,0.7928414066776136,20,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,12,443,2024-01-18,3.4374923706054688,0.9809027777777778,0.65166495621237,124,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,13,435,2024-01-10,3.3536720275878906,0.9791666666666666,0.8102241379310344,18,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,14,493,2024-03-08,3.3030436038970947,0.9774305555555556,0.8575402983032294,4,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,15,518,2024-04-02,3.3008830547332764,0.9756944444444444,0.7719221401204159,26,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,16,402,2023-12-08,3.2178895473480225,0.9739583333333334,0.8403778735632184,8,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,17,542,2024-04-26,3.052399158477783,0.9722222222222222,0.8168943623426381,16,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,18,531,2024-04-15,2.991877555847168,0.9704861111111112,0.8631826081007116,3,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,19,575,2024-05-29,2.9251458644866943,0.96875,0.6988846469622332,78,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,20,482,2024-02-26,2.9148592948913574,0.9670138888888888,0.7274471127531472,54,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,21,430,2024-01-05,2.8975155353546143,0.9652777777777778,0.6969570333880679,79,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,22,441,2024-01-16,2.8457648754119873,0.9635416666666666,0.7372419950738917,49,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,23,521,2024-04-05,2.6756954193115234,0.9618055555555556,0.8725680076628353,1,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,24,212,2023-06-01,2.609647512435913,0.9600694444444444,0.5844326081007115,196,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,25,387,2023-11-23,2.531365394592285,0.9583333333333334,0.7683218390804598,29,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,26,465,2024-02-09,2.485438585281372,0.9565972222222222,0.6121010536398467,164,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,27,446,2024-01-21,2.4631025791168213,0.9548611111111112,0.6844763273125343,88,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,28,520,2024-04-04,2.430401563644409,0.953125,0.8457727832512315,6,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,29,442,2024-01-17,2.423541307449341,0.9513888888888888,0.8277720306513411,11,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,30,310,2023-09-07,2.3764336109161377,0.9496527777777778,0.5367647099069514,255,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,31,428,2024-01-03,2.3444411754608154,0.9479166666666666,0.7595587027914614,32,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,32,472,2024-02-16,2.3107311725616455,0.9461805555555556,0.7552426792556103,38,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,33,157,2023-04-07,2.2765448093414307,0.9444444444444444,0.7180826491516148,62,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,34,476,2024-02-20,2.253683567047119,0.9427083333333334,0.8157485632183908,17,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,35,420,2023-12-26,2.249753952026367,0.9409722222222222,0.7753734263820471,25,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,36,429,2024-01-04,2.2246437072753906,0.9392361111111112,0.821449849480022,13,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,37,419,2023-12-25,2.128422975540161,0.9375,0.7587233169129721,33,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,38,156,2023-04-06,2.0480213165283203,0.9357638888888888,0.675326833607006,99,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,39,500,2024-03-15,2.0432322025299072,0.9340277777777778,0.6778498905309249,97,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,40,274,2023-08-02,2.01363205909729,0.9322916666666666,0.6094632594417076,169,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,41,512,2024-03-27,2.0081026554107666,0.9305555555555556,0.8477876299945265,5,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,42,198,2023-05-18,1.9876424074172974,0.9288194444444444,0.6397491105637657,133,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,43,409,2023-12-15,1.9673364162445068,0.9270833333333334,0.7687713464696223,28,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,44,189,2023-05-09,1.9442393779754639,0.9253472222222222,0.5291942391899289,268,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,45,107,2023-02-16,1.9278132915496826,0.9236111111111112,0.565827312534209,216,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,46,253,2023-07-12,1.9174715280532837,0.921875,0.5521139162561577,236,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,47,186,2023-05-06,1.8328824043273926,0.9201388888888888,0.42705733442802407,394,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,48,174,2023-04-24,1.766225814819336,0.9184027777777778,0.7121452517788724,66,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,49,567,2024-05-21,1.7642678022384644,0.9166666666666666,0.5267422003284072,271,5,0,kmeans;dwt;calf;itrans;ocsvm,
calf,50,148,2023-03-29,1.754367470741272,0.9149305555555556,0.6741815134099616,102,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,1,401,2023-12-07,7.063331604003906,1.0,0.7088071291735084,71,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,2,176,2023-04-26,7.057638645172119,0.9983333333333333,0.655001573617953,121,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,3,184,2023-05-04,6.850138187408447,0.9966666666666667,0.7261241789819376,55,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,4,493,2024-03-08,5.695001602172852,0.995,0.8575402983032294,4,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,5,175,2023-04-25,5.346611022949219,0.9933333333333333,0.7211454570333881,60,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,6,301,2023-08-29,5.257108688354492,0.9916666666666667,0.55775622605364,229,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,7,501,2024-03-16,4.793400287628174,0.99,0.6367435002736728,137,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,8,157,2023-04-07,4.681424617767334,0.9883333333333333,0.7180826491516148,62,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,9,167,2023-04-17,4.659094333648682,0.9866666666666667,0.5980072523262179,182,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,10,531,2024-04-15,4.655093193054199,0.985,0.8631826081007116,3,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,11,513,2024-03-28,4.381788730621338,0.9833333333333333,0.7062332375478927,72,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,12,289,2023-08-17,4.338070392608643,0.9816666666666667,0.6559649014778325,118,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,13,429,2024-01-04,4.014297008514404,0.98,0.821449849480022,13,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,14,518,2024-04-02,3.9832239151000977,0.9783333333333334,0.7719221401204159,26,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,15,595,2024-06-18,3.9097259044647217,0.9766666666666667,0.734724958949097,50,4,1,kmeans;dwt;itrans;ocsvm,calf
itrans,16,125,2023-03-06,3.714188814163208,0.975,0.7455866858237549,41,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,17,359,2023-10-26,3.6179492473602295,0.9733333333333334,0.5569716748768473,230,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,18,181,2023-05-01,3.5939626693725586,0.9716666666666667,0.7108238232074439,68,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,19,521,2024-04-05,3.480792999267578,0.97,0.8725680076628353,1,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,20,526,2024-04-10,3.43601655960083,0.9683333333333334,0.7853931992337164,23,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,21,423,2023-12-29,3.389197826385498,0.9666666666666667,0.761363232074439,31,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,22,566,2024-05-20,3.3508524894714355,0.965,0.7580485769020251,35,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,23,442,2024-01-17,3.29569149017334,0.9633333333333334,0.8277720306513411,11,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,24,587,2024-06-10,3.2476816177368164,0.9616666666666667,0.7219437602627258,59,4,1,kmeans;dwt;itrans;ocsvm,calf
itrans,25,284,2023-08-12,3.2285268306732178,0.96,0.4416715927750411,377,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,26,149,2023-03-30,3.1953954696655273,0.9583333333333334,0.7246048850574713,58,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,27,310,2023-09-07,3.1226723194122314,0.9566666666666667,0.5367647099069514,255,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,28,458,2024-02-02,3.118338108062744,0.955,0.8690753968253968,2,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,29,376,2023-11-12,3.0925304889678955,0.9533333333333334,0.45242946086480573,360,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,30,122,2023-03-03,3.0103585720062256,0.9516666666666667,0.6348034345922277,140,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,31,580,2024-06-03,2.9367384910583496,0.95,0.8198070607553366,14,4,1,kmeans;dwt;itrans;ocsvm,calf
itrans,32,578,2024-06-01,2.9095993041992188,0.9483333333333334,0.7091687192118227,70,4,1,kmeans;dwt;itrans;ocsvm,calf
itrans,33,183,2023-05-03,2.8708667755126953,0.9466666666666667,0.738103516694034,48,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,34,162,2023-04-12,2.8656442165374756,0.945,0.582483169129721,198,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,35,304,2023-09-01,2.7876851558685303,0.9433333333333334,0.485353516694034,317,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,36,550,2024-05-04,2.779930591583252,0.9416666666666667,0.5713023399014779,208,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,37,420,2023-12-26,2.712855100631714,0.94,0.7753734263820471,25,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,38,522,2024-04-06,2.7107160091400146,0.9383333333333334,0.7091722085385879,69,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,39,92,2023-02-01,2.6305220127105713,0.9366666666666666,0.556741858237548,231,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,40,212,2023-06-01,2.6291825771331787,0.935,0.5844326081007115,196,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,41,471,2024-02-15,2.5674185752868652,0.9333333333333333,0.830662972085386,9,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,42,551,2024-05-05,2.5599470138549805,0.9316666666666666,0.5640375615763547,218,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,43,517,2024-04-01,2.552661657333374,0.93,0.7673509168035031,30,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,44,323,2023-09-20,2.514496088027954,0.9283333333333333,0.5163795840175152,281,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,45,164,2023-04-14,2.507197380065918,0.9266666666666666,0.7573178024083196,36,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,46,569,2024-05-23,2.5070698261260986,0.925,0.7825369458128079,24,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,47,402,2023-12-08,2.495070457458496,0.9233333333333333,0.8403778735632184,8,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,48,426,2024-01-01,2.4341745376586914,0.9216666666666666,0.730336001642036,52,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,49,379,2023-11-15,2.4237401485443115,0.92,0.6063334017515052,172,5,0,kmeans;dwt;calf;itrans;ocsvm,
itrans,50,253,2023-07-12,2.378833293914795,0.9183333333333333,0.5521139162561577,236,5,0,kmeans;dwt;calf;itrans;ocsvm,
