variant,customer,anomaly_type,consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
raw,620000,global_point,21,561,2024-05-15,0.868736111111111,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;gpt4ts,14.0
raw,620000,global_point,22,595,2024-06-18,0.8594444444444443,3,2,itrans;datamole;gpt4ts,calf;units,1,datamole,16.0
raw,620000,global_point,23,2,2022-11-03,0.8563888888888889,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,17.0
raw,620000,global_point,24,391,2023-11-27,0.8477222222222223,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,620000,global_point,25,171,2023-04-21,0.8471249999999999,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;gpt4ts,16.0
raw,620000,contextual_point,1,531,2024-04-15,0.9973539272030651,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
raw,620000,contextual_point,2,584,2024-06-07,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,620000,contextual_point,3,580,2024-06-03,0.9939792008757525,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,3.0
raw,620000,contextual_point,4,364,2023-10-31,0.9833914887794197,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
raw,620000,contextual_point,5,97,2023-02-06,0.9761562671045428,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,7.0
raw,620000,contextual_point,6,175,2023-04-25,0.9740062260536397,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,5.0
raw,620000,contextual_point,7,527,2024-04-11,0.9622109332238642,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,4.0
raw,620000,contextual_point,8,391,2023-11-27,0.9553708264915162,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,12.0
raw,620000,contextual_point,9,581,2024-06-04,0.9507389162561576,3,2,dp;zms;isolation_forest,units;calf,2,dp;isolation_forest,5.0
raw,620000,contextual_point,10,153,2023-04-03,0.9495433087027914,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,4.0
raw,620000,contextual_point,11,489,2024-03-04,0.9486829501915708,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,10.0
raw,620000,contextual_point,12,184,2023-05-04,0.9452346743295019,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,6.0
raw,620000,contextual_point,13,379,2023-11-15,0.9450396825396826,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,12.0
raw,620000,contextual_point,14,561,2024-05-15,0.9296917761357417,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,15,85,2023-01-25,0.9286826081007116,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,5.0
raw,620000,contextual_point,16,461,2024-02-05,0.9270354406130268,5,0,dp;zms;units;isolation_forest;calf,,1,units,9.0
raw,620000,contextual_point,17,570,2024-05-24,0.9166529830322935,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,25.0
raw,620000,contextual_point,18,111,2023-02-20,0.915382115489874,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,19,532,2024-04-16,0.9013615216201425,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,3.0
raw,620000,contextual_point,20,356,2023-10-23,0.8996048850574713,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,21,596,2024-06-19,0.8990147783251232,3,2,dp;zms;isolation_forest,units;calf,0,,
raw,620000,contextual_point,22,582,2024-06-05,0.8960043787629995,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,9.0
raw,620000,contextual_point,23,134,2023-03-15,0.8914254926108374,5,0,dp;zms;units;isolation_forest;calf,,1,units,24.0
raw,620000,contextual_point,24,520,2024-04-04,0.8901819923371648,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,10.0
raw,620000,contextual_point,25,2,2022-11-03,0.8754036672140121,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,17.0
raw,620000,subsequence_pattern,1,584,2024-06-07,0.9367816091954023,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0
raw,620000,subsequence_pattern,2,580,2024-06-03,0.9318493431855501,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,1.0
raw,620000,subsequence_pattern,3,582,2024-06-05,0.9262458949096881,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,9.0
raw,620000,subsequence_pattern,4,527,2024-04-11,0.9130413245758072,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
raw,620000,subsequence_pattern,5,531,2024-04-15,0.9057372742200329,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
raw,620000,subsequence_pattern,6,521,2024-04-05,0.8973121237000546,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,3.0
raw,620000,subsequence_pattern,7,561,2024-05-15,0.8830657498631638,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,14.0
raw,620000,subsequence_pattern,8,520,2024-04-04,0.880253626163109,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,24.0
raw,620000,subsequence_pattern,9,560,2024-05-14,0.8801364942528735,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,16.0
raw,620000,subsequence_pattern,10,489,2024-03-04,0.8712477422003285,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,10.0
raw,620000,subsequence_pattern,11,579,2024-06-02,0.8662315270935961,4,1,kmeans;dwt;itrans;ocsvm,calf,1,itrans,25.0
raw,620000,subsequence_pattern,12,502,2024-03-17,0.864286330049261,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,13,601,2024-06-24,0.8626163108921729,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,8.0
raw,620000,subsequence_pattern,14,563,2024-05-17,0.8606832238642583,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,15,608,2024-07-01,0.8568691844553914,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,1.0
raw,620000,subsequence_pattern,16,604,2024-06-27,0.854679802955665,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,5.0
raw,620000,subsequence_pattern,17,605,2024-06-28,0.8489326765188835,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,4.0
raw,620000,subsequence_pattern,18,543,2024-04-27,0.8408138341543514,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,19,518,2024-04-02,0.8389537493158181,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,20,578,2024-06-01,0.8383210180623973,4,1,kmeans;dwt;itrans;ocsvm,calf,0,,
raw,620000,subsequence_pattern,21,593,2024-06-16,0.8320155993431856,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,22.0
raw,620000,subsequence_pattern,22,387,2023-11-23,0.8317169540229884,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,4.0
raw,620000,subsequence_pattern,23,607,2024-06-30,0.8303229337712096,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,2.0
raw,620000,subsequence_pattern,24,606,2024-06-29,0.8297755883962781,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,3.0
raw,620000,subsequence_pattern,25,484,2024-02-28,0.8275499452654627,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,23.0
raw,633000,global_point,1,584,2024-06-07,0.9988888888888888,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,1.0
raw,633000,global_point,2,531,2024-04-15,0.9973333333333333,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0
raw,633000,global_point,3,97,2023-02-06,0.986375,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,5.0
raw,633000,global_point,4,364,2023-10-31,0.9852361111111112,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,2.0
raw,633000,global_point,5,580,2024-06-03,0.985,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,8.0
raw,633000,global_point,6,527,2024-04-11,0.9317777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,3.0
raw,633000,global_point,7,585,2024-06-08,0.9283333333333333,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,11.0
raw,633000,global_point,8,593,2024-06-16,0.9227777777777778,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,9,521,2024-04-05,0.9202777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,1,gpt4ts,10.0
raw,633000,global_point,10,538,2024-04-22,0.9085000000000001,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,3.0
raw,633000,global_point,11,563,2024-05-17,0.9064444444444446,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;datamole,14.0
raw,633000,global_point,12,587,2024-06-10,0.9016666666666667,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,13,356,2023-10-23,0.8837361111111111,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,19.0
raw,633000,global_point,14,402,2023-12-08,0.874263888888889,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;gpt4ts,13.0
raw,633000,global_point,15,485,2024-02-29,0.8692777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,9.0
raw,633000,global_point,16,561,2024-05-15,0.8563888888888889,5,0,itrans;calf;units;datamole;gpt4ts,,1,itrans,19.0
raw,633000,global_point,17,586,2024-06-09,0.8561111111111112,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,18,110,2023-02-19,0.8522222222222222,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,633000,global_point,19,579,2024-06-02,0.8433333333333333,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,20,379,2023-11-15,0.8373333333333333,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;gpt4ts,15.0
raw,633000,global_point,21,541,2024-04-25,0.8365833333333332,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,633000,global_point,22,184,2023-05-04,0.8305972222222222,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,12.0
raw,633000,global_point,23,190,2023-05-10,0.8246249999999999,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,16.0
raw,633000,global_point,24,391,2023-11-27,0.823625,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;calf,17.0
raw,633000,global_point,25,265,2023-07-24,0.8235138888888889,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,6.0
raw,633000,contextual_point,1,531,2024-04-15,0.9983579638752053,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
raw,633000,contextual_point,2,584,2024-06-07,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,633000,contextual_point,3,364,2023-10-31,0.9923149288451011,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
raw,633000,contextual_point,4,97,2023-02-06,0.982199302134647,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0
raw,633000,contextual_point,5,580,2024-06-03,0.9813902572523263,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,4.0
raw,633000,contextual_point,6,265,2023-07-24,0.9794317870826491,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,6.0
raw,633000,contextual_point,7,356,2023-10-23,0.9647081964969896,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,10.0
raw,633000,contextual_point,8,184,2023-05-04,0.9490438560481664,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,12.0
raw,633000,contextual_point,9,596,2024-06-19,0.9455391351943075,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,18.0
raw,633000,contextual_point,10,561,2024-05-15,0.9382936507936508,5,0,dp;zms;units;isolation_forest;calf,,1,zms,23.0
raw,633000,contextual_point,11,538,2024-04-22,0.9326970443349755,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,3.0
raw,633000,contextual_point,12,311,2023-09-08,0.9294642857142857,5,0,dp;zms;units;isolation_forest;calf,,1,units,16.0
raw,633000,contextual_point,13,55,2022-12-26,0.92702346743295,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,11.0
raw,633000,contextual_point,14,153,2023-04-03,0.9251642036124796,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,5.0
raw,633000,contextual_point,15,527,2024-04-11,0.9219896004378763,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,3.0
raw,633000,contextual_point,16,489,2024-03-04,0.9216663245758074,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,21.0
raw,633000,contextual_point,17,570,2024-05-24,0.9204142720306512,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,20.0
raw,633000,contextual_point,18,379,2023-11-15,0.918472906403941,5,0,dp;zms;units;isolation_forest;calf,,1,zms,15.0
raw,633000,contextual_point,19,295,2023-08-23,0.9182214696223315,5,0,dp;zms;units;isolation_forest;calf,,1,units,17.0
raw,633000,contextual_point,20,391,2023-11-27,0.8994509441707719,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,16.0
raw,633000,contextual_point,21,581,2024-06-04,0.8784893267651889,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,11.0
raw,633000,contextual_point,22,573,2024-05-27,0.8783798576902025,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,633000,contextual_point,23,402,2023-12-08,0.877943691844554,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,13.0
raw,633000,contextual_point,24,520,2024-04-04,0.8769396551724137,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,14.0
raw,633000,contextual_point,25,539,2024-04-23,0.8666170634920635,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,12.0
raw,633000,subsequence_pattern,1,527,2024-04-11,0.9572398741105637,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
raw,633000,subsequence_pattern,2,584,2024-06-07,0.9490968801313628,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0
raw,633000,subsequence_pattern,3,531,2024-04-15,0.9385829228243022,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
raw,633000,subsequence_pattern,4,580,2024-06-03,0.9342446633825944,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,13.0
raw,633000,subsequence_pattern,5,540,2024-04-24,0.9315618500273672,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
raw,633000,subsequence_pattern,6,521,2024-04-05,0.9250288040503559,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,18.0
raw,633000,subsequence_pattern,7,528,2024-04-12,0.9232916666666666,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,4.0
raw,633000,subsequence_pattern,8,561,2024-05-15,0.9221848659003831,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,19.0
raw,633000,subsequence_pattern,9,585,2024-06-08,0.9155418719211823,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,13.0
raw,633000,subsequence_pattern,10,587,2024-06-10,0.9127586206896553,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,12.0
raw,633000,subsequence_pattern,11,520,2024-04-04,0.9102127120963328,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,21.0
raw,633000,subsequence_pattern,12,569,2024-05-23,0.90775403667214,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,633000,subsequence_pattern,13,392,2023-11-28,0.9032398056923918,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
raw,633000,subsequence_pattern,14,387,2023-11-23,0.8992487684729065,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
raw,633000,subsequence_pattern,15,391,2023-11-27,0.8948533114395183,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,1.0
raw,633000,subsequence_pattern,16,541,2024-04-25,0.8942314586754241,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,6.0
raw,633000,subsequence_pattern,17,364,2023-10-31,0.8869992474001094,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
raw,633000,subsequence_pattern,18,538,2024-04-22,0.8849366447728517,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,4.0
raw,633000,subsequence_pattern,19,539,2024-04-23,0.8811146688560483,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,633000,subsequence_pattern,20,563,2024-05-17,0.879778256704981,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,14.0
raw,633000,subsequence_pattern,21,526,2024-04-10,0.8750730021893816,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,24.0
raw,633000,subsequence_pattern,22,573,2024-05-27,0.8645775177887245,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,633000,subsequence_pattern,23,402,2023-12-08,0.8443698002189383,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1.0
raw,633000,subsequence_pattern,24,379,2023-11-15,0.8421364942528736,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,7.0
raw,633000,subsequence_pattern,25,489,2024-03-04,0.8418623426382046,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,2968000,global_point,1,471,2024-02-15,0.9976666666666667,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0
raw,2968000,global_point,2,499,2024-03-14,0.9966250000000001,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,2.0
raw,2968000,global_point,3,370,2023-11-06,0.9946111111111111,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,2.0
raw,2968000,global_point,4,527,2024-04-11,0.9944583333333332,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0
raw,2968000,global_point,5,577,2024-05-31,0.9916666666666666,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,5.0
raw,2968000,global_point,6,469,2024-02-13,0.9884583333333333,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,5.0
raw,2968000,global_point,7,321,2023-09-18,0.9852083333333332,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,5.0
raw,2968000,global_point,8,337,2023-10-04,0.9782361111111111,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,5.0
raw,2968000,global_point,9,388,2023-11-24,0.9744583333333334,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,9.0
raw,2968000,global_point,10,367,2023-11-03,0.9728611111111111,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,11.0
raw,2968000,global_point,11,398,2023-12-04,0.970125,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;gpt4ts,8.0
raw,2968000,global_point,12,596,2024-06-19,0.9627777777777777,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,9.0
raw,2968000,global_point,13,597,2024-06-20,0.9494444444444444,3,2,itrans;datamole;gpt4ts,calf;units,1,itrans,17.0
raw,2968000,global_point,14,562,2024-05-16,0.9429444444444444,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;gpt4ts,15.0
raw,2968000,global_point,15,498,2024-03-13,0.9369999999999999,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,6.0
raw,2968000,global_point,16,573,2024-05-27,0.935125,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;units;datamole;gpt4ts,7.0
raw,2968000,global_point,17,479,2024-02-23,0.9310555555555556,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,2968000,global_point,18,154,2023-04-04,0.931,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;gpt4ts,14.0
raw,2968000,global_point,19,339,2023-10-06,0.9297638888888888,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,19.0
raw,2968000,global_point,20,539,2024-04-23,0.9245138888888889,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;gpt4ts,14.0
raw,2968000,global_point,21,560,2024-05-14,0.9092777777777779,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,2968000,global_point,22,387,2023-11-23,0.9033888888888889,5,0,itrans;calf;units;datamole;gpt4ts,,1,gpt4ts,17.0
raw,2968000,global_point,23,468,2024-02-12,0.8997777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;datamole;gpt4ts,17.0
raw,2968000,global_point,24,599,2024-06-22,0.8872222222222222,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,2968000,global_point,25,528,2024-04-12,0.8844166666666669,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;datamole;gpt4ts,1.0
raw,2968000,contextual_point,1,499,2024-03-14,0.9958384646962234,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
raw,2968000,contextual_point,2,471,2024-02-15,0.9955665024630541,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
raw,2968000,contextual_point,3,527,2024-04-11,0.9944632594417078,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
raw,2968000,contextual_point,4,370,2023-11-06,0.993356595511768,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
raw,2968000,contextual_point,5,321,2023-09-18,0.983410303776683,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,5.0
raw,2968000,contextual_point,6,469,2024-02-13,0.9803417487684729,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,5.0
raw,2968000,contextual_point,7,577,2024-05-31,0.9792008757525998,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,6.0
raw,2968000,contextual_point,8,367,2023-11-03,0.9740729337712098,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,10.0
raw,2968000,contextual_point,9,337,2023-10-04,0.9718305281882869,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,5.0
raw,2968000,contextual_point,10,596,2024-06-19,0.9663382594417076,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,14.0
raw,2968000,contextual_point,11,398,2023-12-04,0.962156198686371,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,11.0
raw,2968000,contextual_point,12,539,2024-04-23,0.9589473864258349,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,17.0
raw,2968000,contextual_point,13,323,2023-09-20,0.9401785714285713,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,12.0
raw,2968000,contextual_point,14,479,2024-02-23,0.932915982484948,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,2968000,contextual_point,15,560,2024-05-14,0.9328886152162014,5,0,dp;zms;units;isolation_forest;calf,,1,zms,23.0
raw,2968000,contextual_point,16,580,2024-06-03,0.9326765188834153,3,2,dp;zms;isolation_forest,units;calf,0,,
raw,2968000,contextual_point,17,388,2023-11-24,0.93128591954023,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,9.0
raw,2968000,contextual_point,18,573,2024-05-27,0.9273860837438423,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,8.0
raw,2968000,contextual_point,19,490,2024-03-05,0.925530240831965,5,0,dp;zms;units;isolation_forest;calf,,1,zms,17.0
