date,data,cols
2022-11-13,11,620000
2022-11-13,0,633000
2022-11-14,21,13400000
2022-11-14,5,13401000
2022-11-14,8,161832000
2022-11-14,2,161835000
2022-11-14,2,161836000
2022-11-14,2,161838000
2022-11-14,1,2968000
2022-11-14,6,3296000
2022-11-14,12,330387000
2022-11-14,57,620000
2022-11-14,64,633000
2022-11-15,37,13400000
2022-11-15,8,13401000
2022-11-15,10,161832000
2022-11-15,4,161835000
2022-11-15,1,161836000
2022-11-15,1,161838000
2022-11-15,3,2968000
2022-11-15,4,3296000
2022-11-15,8,330387000
2022-11-15,70,620000
2022-11-15,65,633000
2022-11-16,13,13400000
2022-11-16,2,13401000
2022-11-16,4,161832000
2022-11-16,1,161835000
2022-11-16,1,161836000
2022-11-16,1,161838000
2022-11-16,0,2968000
2022-11-16,0,3296000
2022-11-16,5,330387000
2022-11-16,52,620000
2022-11-16,25,633000
2022-11-17,35,13400000
2022-11-17,7,13401000
2022-11-17,13,161832000
2022-11-17,3,161835000
2022-11-17,3,161836000
2022-11-17,3,161838000
2022-11-17,8,2968000
2022-11-17,6,3296000
2022-11-17,14,330387000
2022-11-17,60,620000
2022-11-17,86,633000
2022-11-18,11,13400000
2022-11-18,2,13401000
2022-11-18,4,161832000
2022-11-18,1,161835000
2022-11-18,1,161836000
2022-11-18,1,161838000
2022-11-18,3,2968000
2022-11-18,1,3296000
2022-11-18,5,330387000
2022-11-18,31,620000
2022-11-18,30,633000
2022-11-19,0,13400000
2022-11-19,0,13401000
2022-11-19,0,161832000
2022-11-19,0,161835000
2022-11-19,0,161836000
2022-11-19,0,161838000
2022-11-19,0,2968000
2022-11-19,0,3296000
2022-11-19,0,330387000
2022-11-19,17,620000
2022-11-19,0,633000
2022-11-20,0,13400000
2022-11-20,0,13401000
2022-11-20,0,161832000
2022-11-20,0,161835000
2022-11-20,0,161836000
2022-11-20,0,161838000
2022-11-20,0,2968000
2022-11-20,0,3296000
2022-11-20,0,330387000
2022-11-20,19,620000
2022-11-20,0,633000
2022-11-21,37,13400000
2022-11-21,8,13401000
2022-11-21,13,161832000
2022-11-21,4,161835000
2022-11-21,2,161836000
2022-11-21,1,161838000
2022-11-21,9,2968000
2022-11-21,3,3296000
2022-11-21,11,330387000
2022-11-21,47,620000
2022-11-21,55,633000
2022-11-22,0,13400000
2022-11-22,0,13401000
2022-11-22,0,161832000
2022-11-22,0,161835000
2022-11-22,0,161836000
2022-11-22,0,161838000
2022-11-22,14,2968000
2022-11-22,0,3296000
2022-11-22,0,330387000
2022-11-22,21,620000
2022-11-22,0,633000
2022-11-23,35,13400000
2022-11-23,4,13401000
2022-11-23,18,161832000
2022-11-23,4,161835000
2022-11-23,4,161836000
2022-11-23,4,161838000
2022-11-23,17,2968000
2022-11-23,4,3296000
2022-11-23,78,330387000
2022-11-23,52,620000
2022-11-23,81,633000
2022-11-24,22,13400000
2022-11-24,4,13401000
2022-11-24,11,161832000
2022-11-24,2,161835000
2022-11-24,2,161836000
2022-11-24,2,161838000
2022-11-24,16,2968000
2022-11-24,2,3296000
2022-11-24,57,330387000
2022-11-24,49,620000
2022-11-24,58,633000
2022-11-25,23,13400000
2022-11-25,4,13401000
2022-11-25,8,161832000
2022-11-25,2,161835000
2022-11-25,2,161836000
2022-11-25,2,161838000
2022-11-25,0,2968000
2022-11-25,2,3296000
2022-11-25,40,330387000
2022-11-25,38,620000
2022-11-25,60,633000
2022-11-26,0,13400000
2022-11-26,0,13401000
2022-11-26,0,161832000
2022-11-26,0,161835000
2022-11-26,0,161836000
2022-11-26,0,161838000
2022-11-26,0,2968000
2022-11-26,0,3296000
2022-11-26,0,330387000
2022-11-26,19,620000
2022-11-26,0,633000
2022-11-27,0,13400000
2022-11-27,0,13401000
2022-11-27,0,161832000
2022-11-27,0,161835000
2022-11-27,0,161836000
2022-11-27,0,161838000
2022-11-27,0,2968000
2022-11-27,0,3296000
2022-11-27,0,330387000
2022-11-27,18,620000
2022-11-27,0,633000
2022-11-28,22,13400000
2022-11-28,4,13401000
2022-11-28,11,161832000
2022-11-28,2,161835000
2022-11-28,2,161836000
2022-11-28,2,161838000
2022-11-28,4,2968000
2022-11-28,2,3296000
2022-11-28,13,330387000
2022-11-28,72,620000
2022-11-28,93,633000
2022-11-29,25,13400000
2022-11-29,4,13401000
2022-11-29,11,161832000
2022-11-29,2,161835000
2022-11-29,2,161836000
2022-11-29,2,161838000
2022-11-29,9,2968000
2022-11-29,2,3296000
2022-11-29,13,330387000
2022-11-29,73,620000
2022-11-29,97,633000
2022-11-30,22,13400000
2022-11-30,4,13401000
2022-11-30,8,161832000
2022-11-30,2,161835000
2022-11-30,2,161836000
2022-11-30,2,161838000
2022-11-30,0,2968000
2022-11-30,3,3296000
2022-11-30,10,330387000
2022-11-30,103,620000
2022-11-30,76,633000
2022-12-01,28,13400000
2022-12-01,4,13401000
2022-12-01,10,161832000
2022-12-01,2,161835000
2022-12-01,2,161836000
2022-12-01,2,161838000
2022-12-01,0,2968000
2022-12-01,4,3296000
2022-12-01,12,330387000
2022-12-01,67,620000
2022-12-01,97,633000
2022-12-02,21,13400000
2022-12-02,6,13401000
2022-12-02,8,161832000
2022-12-02,2,161835000
2022-12-02,2,161836000
2022-12-02,2,161838000
2022-12-02,0,2968000
2022-12-02,2,3296000
2022-12-02,11,330387000
2022-12-02,76,620000
2022-12-02,103,633000
2022-12-03,0,13400000
2022-12-03,0,13401000
2022-12-03,0,161832000
2022-12-03,0,161835000
2022-12-03,0,161836000
2022-12-03,0,161838000
2022-12-03,0,2968000
2022-12-03,0,3296000
2022-12-03,0,330387000
2022-12-03,19,620000
2022-12-03,0,633000
2022-12-04,0,13400000
2022-12-04,0,13401000
2022-12-04,0,161832000
2022-12-04,0,161835000
2022-12-04,0,161836000
2022-12-04,0,161838000
2022-12-04,0,2968000
2022-12-04,0,3296000
2022-12-04,0,330387000
2022-12-04,19,620000
2022-12-04,0,633000
2022-12-05,23,13400000
2022-12-05,4,13401000
2022-12-05,8,161832000
2022-12-05,2,161835000
2022-12-05,2,161836000
2022-12-05,2,161838000
2022-12-05,2,2968000
2022-12-05,2,3296000
2022-12-05,11,330387000
2022-12-05,69,620000
2022-12-05,98,633000
2022-12-06,22,13400000
2022-12-06,5,13401000
2022-12-06,8,161832000
2022-12-06,3,161835000
2022-12-06,2,161836000
2022-12-06,2,161838000
2022-12-06,0,2968000
2022-12-06,3,3296000
2022-12-06,10,330387000
2022-12-06,66,620000
2022-12-06,97,633000
2022-12-07,22,13400000
2022-12-07,4,13401000
2022-12-07,8,161832000
2022-12-07,2,161835000
2022-12-07,2,161836000
2022-12-07,2,161838000
2022-12-07,4,2968000
2022-12-07,3,3296000
2022-12-07,10,330387000
2022-12-07,62,620000
2022-12-07,100,633000
2022-12-08,15,13400000
2022-12-08,2,13401000
2022-12-08,4,161832000
2022-12-08,1,161835000
2022-12-08,1,161836000
2022-12-08,1,161838000
2022-12-08,5,2968000
2022-12-08,1,3296000
2022-12-08,5,330387000
2022-12-08,29,620000
2022-12-08,51,633000
2022-12-09,11,13400000
2022-12-09,2,13401000
2022-12-09,4,161832000
2022-12-09,1,161835000
2022-12-09,1,161836000
2022-12-09,1,161838000
2022-12-09,4,2968000
2022-12-09,2,3296000
2022-12-09,5,330387000
2022-12-09,25,620000
2022-12-09,31,633000
2022-12-10,0,13400000
2022-12-10,0,13401000
2022-12-10,0,161832000
2022-12-10,0,161835000
2022-12-10,0,161836000
2022-12-10,0,161838000
2022-12-10,0,2968000
2022-12-10,0,3296000
2022-12-10,0,330387000
2022-12-10,19,620000
2022-12-10,0,633000
2022-12-11,0,13400000
2022-12-11,0,13401000
2022-12-11,0,161832000
2022-12-11,0,161835000
2022-12-11,0,161836000
2022-12-11,0,161838000
2022-12-11,0,2968000
2022-12-11,0,3296000
2022-12-11,0,330387000
2022-12-11,19,620000
2022-12-11,0,633000
2022-12-12,24,13400000
2022-12-12,4,13401000
2022-12-12,8,161832000
2022-12-12,2,161835000
2022-12-12,2,161836000
2022-12-12,2,161838000
2022-12-12,8,2968000
2022-12-12,3,3296000
2022-12-12,10,330387000
2022-12-12,61,620000
2022-12-12,55,633000
2022-12-13,22,13400000
2022-12-13,4,13401000
2022-12-13,8,161832000
2022-12-13,2,161835000
2022-12-13,2,161836000
2022-12-13,2,161838000
2022-12-13,10,2968000
2022-12-13,3,3296000
2022-12-13,10,330387000
2022-12-13,45,620000
2022-12-13,50,633000
2022-12-14,21,13400000
2022-12-14,4,13401000
2022-12-14,8,161832000
2022-12-14,2,161835000
2022-12-14,2,161836000
2022-12-14,2,161838000
2022-12-14,3,2968000
2022-12-14,4,3296000
2022-12-14,25,330387000
2022-12-14,46,620000
2022-12-14,50,633000
2022-12-15,22,13400000
2022-12-15,4,13401000
2022-12-15,8,161832000
2022-12-15,2,161835000
2022-12-15,2,161836000
2022-12-15,2,161838000
2022-12-15,3,2968000
2022-12-15,2,3296000
2022-12-15,10,330387000
2022-12-15,44,620000
2022-12-15,51,633000
2022-12-16,33,13400000
2022-12-16,6,13401000
2022-12-16,12,161832000
2022-12-16,3,161835000
2022-12-16,3,161836000
2022-12-16,3,161838000
2022-12-16,4,2968000
2022-12-16,3,3296000
2022-12-16,16,330387000
2022-12-16,63,620000
2022-12-16,75,633000
2022-12-17,0,13400000
2022-12-17,0,13401000
2022-12-17,0,161832000
2022-12-17,0,161835000
2022-12-17,0,161836000
2022-12-17,0,161838000
2022-12-17,0,2968000
2022-12-17,0,3296000
2022-12-17,0,330387000
2022-12-17,8,620000
2022-12-17,0,633000
2022-12-18,0,13400000
2022-12-18,0,13401000
2022-12-18,0,161832000
2022-12-18,0,161835000
2022-12-18,0,161836000
2022-12-18,0,161838000
2022-12-18,0,2968000
2022-12-18,0,3296000
2022-12-18,0,330387000
2022-12-18,8,620000
2022-12-18,0,633000
2022-12-19,23,13400000
2022-12-19,4,13401000
2022-12-19,8,161832000
2022-12-19,2,161835000
2022-12-19,2,161836000
2022-12-19,2,161838000
2022-12-19,0,2968000
2022-12-19,3,3296000
2022-12-19,10,330387000
2022-12-19,44,620000
2022-12-19,47,633000
2022-12-20,22,13400000
2022-12-20,4,13401000
2022-12-20,10,161832000
2022-12-20,2,161835000
2022-12-20,2,161836000
2022-12-20,2,161838000
2022-12-20,14,2968000
2022-12-20,2,3296000
2022-12-20,27,330387000
2022-12-20,46,620000
2022-12-20,51,633000
2022-12-21,22,13400000
2022-12-21,4,13401000
2022-12-21,11,161832000
2022-12-21,2,161835000
2022-12-21,2,161836000
2022-12-21,2,161838000
2022-12-21,2,2968000
2022-12-21,2,3296000
2022-12-21,13,330387000
2022-12-21,45,620000
2022-12-21,48,633000
2022-12-22,22,13400000
2022-12-22,4,13401000
2022-12-22,10,161832000
2022-12-22,2,161835000
2022-12-22,2,161836000
2022-12-22,2,161838000
2022-12-22,4,2968000
2022-12-22,2,3296000
2022-12-22,12,330387000
2022-12-22,40,620000
2022-12-22,50,633000
2022-12-23,22,13400000
2022-12-23,4,13401000
2022-12-23,8,161832000
2022-12-23,2,161835000
2022-12-23,2,161836000
2022-12-23,2,161838000
2022-12-23,3,2968000
2022-12-23,3,3296000
2022-12-23,10,330387000
2022-12-23,45,620000
2022-12-23,49,633000
2022-12-24,0,13400000
2022-12-24,0,13401000
2022-12-24,0,161832000
2022-12-24,0,161835000
2022-12-24,0,161836000
2022-12-24,0,161838000
2022-12-24,0,2968000
2022-12-24,0,3296000
2022-12-24,0,330387000
2022-12-24,9,620000
2022-12-24,0,633000
2022-12-25,0,13400000
2022-12-25,0,13401000
2022-12-25,0,161832000
2022-12-25,0,161835000
2022-12-25,0,161836000
2022-12-25,0,161838000
2022-12-25,0,2968000
2022-12-25,0,3296000
2022-12-25,0,330387000
2022-12-25,9,620000
2022-12-25,0,633000
2022-12-26,94,13400000
2022-12-26,10,13401000
2022-12-26,30,161832000
2022-12-26,15,161835000
2022-12-26,0,161836000
2022-12-26,0,161838000
2022-12-26,0,2968000
2022-12-26,5,3296000
2022-12-26,15,330387000
2022-12-26,97,620000
2022-12-26,126,633000
2022-12-27,22,13400000
2022-12-27,4,13401000
2022-12-27,8,161832000
2022-12-27,2,161835000
2022-12-27,2,161836000
2022-12-27,2,161838000
2022-12-27,0,2968000
2022-12-27,2,3296000
2022-12-27,10,330387000
2022-12-27,42,620000
2022-12-27,51,633000
2022-12-28,22,13400000
2022-12-28,4,13401000
2022-12-28,8,161832000
2022-12-28,2,161835000
2022-12-28,2,161836000
2022-12-28,2,161838000
2022-12-28,0,2968000
2022-12-28,2,3296000
2022-12-28,25,330387000
2022-12-28,45,620000
2022-12-28,51,633000
2022-12-29,22,13400000
2022-12-29,4,13401000
2022-12-29,11,161832000
2022-12-29,2,161835000
2022-12-29,2,161836000
2022-12-29,2,161838000
2022-12-29,0,2968000
2022-12-29,2,3296000
2022-12-29,13,330387000
2022-12-29,44,620000
2022-12-29,52,633000
2022-12-30,34,13400000
2022-12-30,4,13401000
2022-12-30,12,161832000
2022-12-30,6,161835000
2022-12-30,0,161836000
2022-12-30,0,161838000
2022-12-30,7,2968000
2022-12-30,2,3296000
2022-12-30,6,330387000
2022-12-30,44,620000
2022-12-30,50,633000
2022-12-31,0,13400000
2022-12-31,0,13401000
2022-12-31,0,161832000
2022-12-31,0,161835000
2022-12-31,0,161836000
2022-12-31,0,161838000
2022-12-31,0,2968000
2022-12-31,0,3296000
2022-12-31,0,330387000
2022-12-31,9,620000
2022-12-31,0,633000
2023-01-01,0,13400000
2023-01-01,0,13401000
2023-01-01,0,161832000
2023-01-01,0,161835000
2023-01-01,0,161836000
2023-01-01,0,161838000
2023-01-01,0,2968000
2023-01-01,0,3296000
2023-01-01,0,330387000
2023-01-01,8,620000
2023-01-01,0,633000
2023-01-02,29,13400000
2023-01-02,4,13401000
2023-01-02,14,161832000
2023-01-02,4,161835000
2023-01-02,4,161836000
2023-01-02,4,161838000
2023-01-02,0,2968000
2023-01-02,3,3296000
2023-01-02,22,330387000
2023-01-02,52,620000
2023-01-02,64,633000
2023-01-03,22,13400000
2023-01-03,4,13401000
2023-01-03,8,161832000
2023-01-03,2,161835000
2023-01-03,2,161836000
2023-01-03,2,161838000
2023-01-03,8,2968000
2023-01-03,2,3296000
2023-01-03,10,330387000
2023-01-03,47,620000
2023-01-03,60,633000
2023-01-04,22,13400000
2023-01-04,4,13401000
2023-01-04,8,161832000
2023-01-04,2,161835000
2023-01-04,2,161836000
2023-01-04,2,161838000
2023-01-04,9,2968000
2023-01-04,4,3296000
2023-01-04,10,330387000
2023-01-04,54,620000
2023-01-04,53,633000
2023-01-05,33,13400000
2023-01-05,6,13401000
2023-01-05,12,161832000
2023-01-05,3,161835000
2023-01-05,3,161836000
2023-01-05,3,161838000
2023-01-05,16,2968000
2023-01-05,9,3296000
2023-01-05,101,330387000
2023-01-05,76,620000
2023-01-05,81,633000
2023-01-06,33,13400000
2023-01-06,4,13401000
2023-01-06,12,161832000
2023-01-06,6,161835000
2023-01-06,0,161836000
2023-01-06,0,161838000
2023-01-06,4,2968000
2023-01-06,6,3296000
2023-01-06,6,330387000
2023-01-06,43,620000
2023-01-06,51,633000
2023-01-07,0,13400000
2023-01-07,0,13401000
2023-01-07,0,161832000
2023-01-07,0,161835000
2023-01-07,0,161836000
2023-01-07,0,161838000
2023-01-07,0,2968000
2023-01-07,0,3296000
2023-01-07,0,330387000
2023-01-07,29,620000
2023-01-07,0,633000
2023-01-08,0,13400000
2023-01-08,0,13401000
2023-01-08,0,161832000
2023-01-08,0,161835000
2023-01-08,0,161836000
2023-01-08,0,161838000
2023-01-08,0,2968000
2023-01-08,0,3296000
2023-01-08,0,330387000
2023-01-08,10,620000
2023-01-08,0,633000
2023-01-09,22,13400000
2023-01-09,4,13401000
2023-01-09,8,161832000
2023-01-09,2,161835000
2023-01-09,2,161836000
2023-01-09,2,161838000
2023-01-09,1,2968000
2023-01-09,6,3296000
2023-01-09,10,330387000
2023-01-09,50,620000
2023-01-09,50,633000
2023-01-10,11,13400000
2023-01-10,2,13401000
2023-01-10,4,161832000
2023-01-10,1,161835000
2023-01-10,1,161836000
2023-01-10,1,161838000
2023-01-10,9,2968000
2023-01-10,3,3296000
2023-01-10,20,330387000
2023-01-10,42,620000
2023-01-10,25,633000
2023-01-11,0,13400000
2023-01-11,0,13401000
2023-01-11,0,161832000
2023-01-11,0,161835000
2023-01-11,0,161836000
2023-01-11,0,161838000
2023-01-11,0,2968000
2023-01-11,0,3296000
2023-01-11,0,330387000
2023-01-11,10,620000
2023-01-11,0,633000
2023-01-12,0,13400000
2023-01-12,0,13401000
2023-01-12,0,161832000
2023-01-12,0,161835000
2023-01-12,0,161836000
2023-01-12,0,161838000
2023-01-12,4,2968000
2023-01-12,0,3296000
2023-01-12,0,330387000
2023-01-12,10,620000
2023-01-12,0,633000
2023-01-13,0,13400000
2023-01-13,0,13401000
2023-01-13,0,161832000
2023-01-13,0,161835000
2023-01-13,0,161836000
2023-01-13,0,161838000
2023-01-13,5,2968000
2023-01-13,0,3296000
2023-01-13,0,330387000
2023-01-13,10,620000
2023-01-13,0,633000
2023-01-14,0,13400000
2023-01-14,0,13401000
2023-01-14,0,161832000
2023-01-14,0,161835000
2023-01-14,0,161836000
2023-01-14,0,161838000
2023-01-14,0,2968000
2023-01-14,0,3296000
2023-01-14,0,330387000
2023-01-14,9,620000
2023-01-14,0,633000
2023-01-15,0,13400000
2023-01-15,0,13401000
2023-01-15,0,161832000
2023-01-15,0,161835000
2023-01-15,0,161836000
2023-01-15,0,161838000
2023-01-15,0,2968000
2023-01-15,0,3296000
2023-01-15,0,330387000
2023-01-15,10,620000
2023-01-15,0,633000
2023-01-16,0,13400000
2023-01-16,11,13401000
2023-01-16,10,161832000
2023-01-16,3,161835000
2023-01-16,3,161836000
2023-01-16,2,161838000
2023-01-16,0,2968000
2023-01-16,3,3296000
2023-01-16,12,330387000
2023-01-16,45,620000
2023-01-16,52,633000
2023-01-17,0,13400000
2023-01-17,0,13401000
2023-01-17,0,161832000
2023-01-17,0,161835000
2023-01-17,0,161836000
2023-01-17,0,161838000
2023-01-17,11,2968000
2023-01-17,0,3296000
2023-01-17,0,330387000
2023-01-17,14,620000
2023-01-17,0,633000
2023-01-18,0,13400000
2023-01-18,0,13401000
2023-01-18,0,161832000
2023-01-18,0,161835000
2023-01-18,0,161836000
2023-01-18,0,161838000
2023-01-18,2,2968000
2023-01-18,0,3296000
2023-01-18,0,330387000
2023-01-18,9,620000
2023-01-18,0,633000
2023-01-19,0,13400000
2023-01-19,0,13401000
2023-01-19,0,161832000
2023-01-19,0,161835000
2023-01-19,0,161836000
2023-01-19,0,161838000
2023-01-19,4,2968000
2023-01-19,0,3296000
2023-01-19,0,330387000
2023-01-19,11,620000
2023-01-19,0,633000
2023-01-20,0,13400000
2023-01-20,0,13401000
2023-01-20,0,161832000
2023-01-20,0,161835000
2023-01-20,0,161836000
2023-01-20,0,161838000
2023-01-20,10,2968000
2023-01-20,0,3296000
2023-01-20,0,330387000
2023-01-20,10,620000
2023-01-20,0,633000
2023-01-21,0,13400000
2023-01-21,0,13401000
2023-01-21,0,161832000
2023-01-21,0,161835000
2023-01-21,0,161836000
2023-01-21,0,161838000
2023-01-21,0,2968000
2023-01-21,0,3296000
2023-01-21,0,330387000
2023-01-21,9,620000
2023-01-21,0,633000
2023-01-22,0,13400000
2023-01-22,0,13401000
2023-01-22,0,161832000
2023-01-22,0,161835000
2023-01-22,0,161836000
2023-01-22,0,161838000
2023-01-22,0,2968000
2023-01-22,6,3296000
2023-01-22,0,330387000
2023-01-22,8,620000
2023-01-22,0,633000
2023-01-23,35,13400000
2023-01-23,11,13401000
2023-01-23,10,161832000
2023-01-23,3,161835000
2023-01-23,2,161836000
2023-01-23,2,161838000
2023-01-23,0,2968000
2023-01-23,5,3296000
2023-01-23,15,330387000
2023-01-23,72,620000
2023-01-23,83,633000
2023-01-24,41,13400000
2023-01-24,6,13401000
2023-01-24,26,161832000
2023-01-24,6,161835000
2023-01-24,5,161836000
2023-01-24,5,161838000
2023-01-24,0,2968000
2023-01-24,10,3296000
2023-01-24,28,330387000
2023-01-24,49,620000
2023-01-24,63,633000
2023-01-25,33,13400000
2023-01-25,6,13401000
2023-01-25,12,161832000
2023-01-25,3,161835000
2023-01-25,3,161836000
2023-01-25,3,161838000
2023-01-25,8,2968000
2023-01-25,2,3296000
2023-01-25,16,330387000
2023-01-25,108,620000
2023-01-25,97,633000
2023-01-26,24,13400000
2023-01-26,6,13401000
2023-01-26,8,161832000
2023-01-26,2,161835000
2023-01-26,2,161836000
2023-01-26,2,161838000
2023-01-26,4,2968000
2023-01-26,3,3296000
2023-01-26,10,330387000
2023-01-26,44,620000
2023-01-26,77,633000
2023-01-27,21,13400000
2023-01-27,4,13401000
2023-01-27,11,161832000
2023-01-27,2,161835000
2023-01-27,2,161836000
2023-01-27,2,161838000
2023-01-27,10,2968000
2023-01-27,4,3296000
2023-01-27,13,330387000
2023-01-27,47,620000
2023-01-27,79,633000
2023-01-28,0,13400000
2023-01-28,0,13401000
2023-01-28,0,161832000
2023-01-28,0,161835000
2023-01-28,0,161836000
2023-01-28,0,161838000
2023-01-28,0,2968000
2023-01-28,0,3296000
2023-01-28,0,330387000
2023-01-28,11,620000
2023-01-28,0,633000
2023-01-29,0,13400000
2023-01-29,0,13401000
2023-01-29,0,161832000
2023-01-29,0,161835000
2023-01-29,0,161836000
2023-01-29,0,161838000
2023-01-29,0,2968000
2023-01-29,0,3296000
2023-01-29,0,330387000
2023-01-29,10,620000
2023-01-29,0,633000
2023-01-30,26,13400000
2023-01-30,8,13401000
2023-01-30,8,161832000
2023-01-30,2,161835000
2023-01-30,2,161836000
2023-01-30,2,161838000
2023-01-30,7,2968000
2023-01-30,4,3296000
2023-01-30,10,330387000
2023-01-30,38,620000
2023-01-30,77,633000
2023-01-31,154,13400000
2023-01-31,4,13401000
2023-01-31,9,161832000
2023-01-31,14,161835000
2023-01-31,2,161836000
2023-01-31,2,161838000
2023-01-31,42,2968000
2023-01-31,2,3296000
2023-01-31,11,330387000
2023-01-31,26,620000
2023-01-31,72,633000
2023-02-01,24,13400000
2023-02-01,6,13401000
2023-02-01,8,161832000
2023-02-01,2,161835000
2023-02-01,2,161836000
2023-02-01,2,161838000
2023-02-01,10,2968000
2023-02-01,2,3296000
2023-02-01,10,330387000
2023-02-01,31,620000
2023-02-01,79,633000
2023-02-02,9,13400000
2023-02-02,0,13401000
2023-02-02,4,161832000
2023-02-02,1,161835000
2023-02-02,1,161836000
2023-02-02,1,161838000
2023-02-02,9,2968000
2023-02-02,1,3296000
2023-02-02,5,330387000
2023-02-02,16,620000
2023-02-02,40,633000
2023-02-03,9,13400000
2023-02-03,0,13401000
2023-02-03,6,161832000
2023-02-03,1,161835000
2023-02-03,1,161836000
2023-02-03,1,161838000
2023-02-03,14,2968000
2023-02-03,1,3296000
2023-02-03,6,330387000
2023-02-03,23,620000
2023-02-03,41,633000
2023-02-04,0,13400000
2023-02-04,0,13401000
2023-02-04,0,161832000
2023-02-04,0,161835000
2023-02-04,0,161836000
2023-02-04,0,161838000
2023-02-04,0,2968000
2023-02-04,0,3296000
2023-02-04,0,330387000
2023-02-04,11,620000
2023-02-04,0,633000
2023-02-05,0,13400000
2023-02-05,0,13401000
2023-02-05,0,161832000
2023-02-05,0,161835000
2023-02-05,0,161836000
2023-02-05,0,161838000
2023-02-05,0,2968000
2023-02-05,0,3296000
2023-02-05,0,330387000
2023-02-05,11,620000
2023-02-05,0,633000
2023-02-06,31,13400000
2023-02-06,0,13401000
2023-02-06,14,161832000
2023-02-06,3,161835000
2023-02-06,3,161836000
2023-02-06,3,161838000
2023-02-06,31,2968000
2023-02-06,3,3296000
2023-02-06,17,330387000
2023-02-06,99,620000
2023-02-06,190,633000
2023-02-07,9,13400000
2023-02-07,0,13401000
2023-02-07,4,161832000
2023-02-07,1,161835000
2023-02-07,1,161836000
2023-02-07,1,161838000
2023-02-07,28,2968000
2023-02-07,1,3296000
2023-02-07,5,330387000
2023-02-07,35,620000
2023-02-07,42,633000
2023-02-08,0,13400000
2023-02-08,0,13401000
