run_id,anomaly_id,anomaly_type,intensity,variant,result_group,method,k,matched,matched_timestamp,matched_rank,candidate_count
run_001,run_001_a002,global_peak,strong,raw,global_point,gpt4ts,10,True,2023-09-27,4.0,10
run_001,run_001_a002,global_peak,strong,raw,global_point,gpt4ts,25,True,2023-09-27,4.0,25
run_001,run_001_a002,global_peak,strong,raw,global_point,gpt4ts,50,True,2023-09-27,4.0,50
run_001,run_001_a002,global_peak,strong,raw,global_point,itrans,10,True,2023-09-27,6.0,10
run_001,run_001_a002,global_peak,strong,raw,global_point,itrans,25,True,2023-09-27,6.0,25
run_001,run_001_a002,global_peak,strong,raw,global_point,itrans,50,True,2023-09-27,6.0,50
run_001,run_001_a002,global_peak,strong,raw,global_point,units,10,True,2023-09-27,6.0,10
run_001,run_001_a002,global_peak,strong,raw,global_point,units,25,True,2023-09-27,6.0,25
run_001,run_001_a002,global_peak,strong,raw,global_point,units,50,True,2023-09-27,6.0,50
run_001,run_001_a002,global_peak,strong,log1p,global_point,calf,10,True,2023-09-27,3.0,10
run_001,run_001_a002,global_peak,strong,log1p,global_point,calf,25,True,2023-09-27,3.0,25
run_001,run_001_a002,global_peak,strong,log1p,global_point,calf,50,True,2023-09-27,3.0,50
run_001,run_001_a002,global_peak,strong,log1p,global_point,consensus,10,False,,,10
run_001,run_001_a002,global_peak,strong,log1p,global_point,consensus,25,True,2023-09-27,19.0,25
run_001,run_001_a002,global_peak,strong,log1p,global_point,consensus,50,True,2023-09-27,19.0,50
run_001,run_001_a002,global_peak,strong,log1p,global_point,datamole,10,False,,,10
run_001,run_001_a002,global_peak,strong,log1p,global_point,datamole,25,False,,,25
run_001,run_001_a002,global_peak,strong,log1p,global_point,datamole,50,False,,,50
run_001,run_001_a002,global_peak,strong,log1p,global_point,gpt4ts,10,False,,,10
run_001,run_001_a002,global_peak,strong,log1p,global_point,gpt4ts,25,False,,,25
run_001,run_001_a002,global_peak,strong,log1p,global_point,gpt4ts,50,False,,,50
run_001,run_001_a002,global_peak,strong,log1p,global_point,itrans,10,True,2023-09-27,7.0,10
run_001,run_001_a002,global_peak,strong,log1p,global_point,itrans,25,True,2023-09-27,7.0,25
run_001,run_001_a002,global_peak,strong,log1p,global_point,itrans,50,True,2023-09-27,7.0,50
run_001,run_001_a002,global_peak,strong,log1p,global_point,units,10,True,2023-09-27,3.0,10
run_001,run_001_a002,global_peak,strong,log1p,global_point,units,25,True,2023-09-27,3.0,25
run_001,run_001_a002,global_peak,strong,log1p,global_point,units,50,True,2023-09-27,3.0,50
run_001,run_001_a002,global_peak,strong,combined,global_point,calf,10,True,2023-09-27,3.0,16
run_001,run_001_a002,global_peak,strong,combined,global_point,calf,25,True,2023-09-27,3.0,39
run_001,run_001_a002,global_peak,strong,combined,global_point,calf,50,True,2023-09-27,3.0,78
run_001,run_001_a002,global_peak,strong,combined,global_point,consensus,10,True,2023-09-27,4.0,16
run_001,run_001_a002,global_peak,strong,combined,global_point,consensus,25,True,2023-09-27,4.0,41
run_001,run_001_a002,global_peak,strong,combined,global_point,consensus,50,True,2023-09-27,4.0,77
run_001,run_001_a002,global_peak,strong,combined,global_point,datamole,10,True,2023-09-27,7.0,16
run_001,run_001_a002,global_peak,strong,combined,global_point,datamole,25,True,2023-09-27,7.0,43
run_001,run_001_a002,global_peak,strong,combined,global_point,datamole,50,True,2023-09-27,7.0,88
run_001,run_001_a002,global_peak,strong,combined,global_point,gpt4ts,10,True,2023-09-27,4.0,15
run_001,run_001_a002,global_peak,strong,combined,global_point,gpt4ts,25,True,2023-09-27,4.0,38
run_001,run_001_a002,global_peak,strong,combined,global_point,gpt4ts,50,True,2023-09-27,4.0,84
run_001,run_001_a002,global_peak,strong,combined,global_point,itrans,10,True,2023-09-27,6.0,15
run_001,run_001_a002,global_peak,strong,combined,global_point,itrans,25,True,2023-09-27,6.0,38
run_001,run_001_a002,global_peak,strong,combined,global_point,itrans,50,True,2023-09-27,6.0,78
run_001,run_001_a002,global_peak,strong,combined,global_point,units,10,True,2023-09-27,3.0,13
run_001,run_001_a002,global_peak,strong,combined,global_point,units,25,True,2023-09-27,3.0,34
run_001,run_001_a002,global_peak,strong,combined,global_point,units,50,True,2023-09-27,3.0,71
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,calf,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,calf,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,calf,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,consensus,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,consensus,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,consensus,50,True,2023-07-08,34.0,50
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,dp,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,dp,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,dp,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,isolation_forest,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,isolation_forest,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,isolation_forest,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,units,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,units,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,units,50,True,2023-07-08,31.0,50
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,zms,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,zms,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,raw,contextual_point,zms,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,calf,10,True,2023-07-08,1.0,10
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,calf,25,True,2023-07-08,1.0,25
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,calf,50,True,2023-07-08,1.0,50
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,consensus,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,consensus,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,consensus,50,True,2023-07-08,26.0,50
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,dp,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,dp,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,dp,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,isolation_forest,10,False,,,10
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,isolation_forest,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,isolation_forest,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,units,10,True,2023-07-08,6.0,10
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,units,25,True,2023-07-08,6.0,25
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,units,50,True,2023-07-08,6.0,50
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,zms,10,False,,,11
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,zms,25,False,,,25
run_001,run_001_a003,contextual_peak,medium,log1p,contextual_point,zms,50,False,,,50
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,calf,10,True,2023-07-08,1.0,20
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,calf,25,True,2023-07-08,1.0,47
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,calf,50,True,2023-07-08,1.0,86
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,consensus,10,False,,,17
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,consensus,25,False,,,38
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,consensus,50,True,2023-07-08,26.0,73
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,dp,10,False,,,16
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,dp,25,False,,,40
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,dp,50,False,,,79
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,isolation_forest,10,False,,,16
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,isolation_forest,25,False,,,39
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,isolation_forest,50,False,,,75
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,units,10,True,2023-07-08,6.0,17
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,units,25,True,2023-07-08,6.0,42
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,units,50,True,2023-07-08,6.0,75
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,zms,10,False,,,20
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,zms,25,False,,,41
run_001,run_001_a003,contextual_peak,medium,combined,contextual_point,zms,50,False,,,71
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,calf,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,calf,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,calf,50,True,2023-06-07,44.0,50
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,consensus,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,consensus,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,consensus,50,True,2023-06-07,30.0,50
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,dp,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,dp,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,dp,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,isolation_forest,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,isolation_forest,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,isolation_forest,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,units,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,units,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,units,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,zms,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,zms,25,False,,,28
run_001,run_001_a004,contextual_peak,strong,raw,contextual_point,zms,50,True,2023-06-07,49.0,50
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,calf,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,calf,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,calf,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,consensus,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,consensus,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,consensus,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,dp,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,dp,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,dp,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,isolation_forest,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,isolation_forest,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,isolation_forest,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,units,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,units,25,False,,,25
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,units,50,True,2023-06-07,45.0,50
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,zms,10,False,,,10
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,zms,25,False,,,26
run_001,run_001_a004,contextual_peak,strong,log1p,contextual_point,zms,50,False,,,50
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,calf,10,False,,,19
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,calf,25,False,,,45
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,calf,50,True,2023-06-07,44.0,88
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,consensus,10,False,,,16
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,consensus,25,False,,,36
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,consensus,50,True,2023-06-07,30.0,69
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,dp,10,False,,,15
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,dp,25,False,,,34
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,dp,50,False,,,70
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,isolation_forest,10,False,,,13
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,isolation_forest,25,False,,,36
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,isolation_forest,50,False,,,71
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,units,10,False,,,17
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,units,25,False,,,40
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,units,50,True,2023-06-07,45.0,74
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,zms,10,False,,,16
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,zms,25,False,,,40
run_001,run_001_a004,contextual_peak,strong,combined,contextual_point,zms,50,True,2023-06-07,49.0,74
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,calf,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,calf,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,calf,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,consensus,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,consensus,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,consensus,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,dp,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,dp,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,dp,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,isolation_forest,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,isolation_forest,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,isolation_forest,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,units,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,units,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,units,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,zms,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,zms,25,False,,,27
run_001,run_001_a005,drop_to_zero,medium,raw,contextual_point,zms,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,calf,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,calf,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,calf,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,consensus,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,consensus,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,consensus,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,dwt,10,False,,,32
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,dwt,25,False,,,32
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,dwt,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,itrans,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,itrans,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,itrans,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,kmeans,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,kmeans,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,kmeans,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,ocsvm,10,False,,,12
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,ocsvm,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,raw,subsequence_pattern,ocsvm,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,calf,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,calf,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,calf,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,consensus,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,consensus,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,consensus,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,dp,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,dp,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,dp,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,isolation_forest,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,isolation_forest,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,isolation_forest,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,units,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,units,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,units,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,zms,10,False,,,11
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,zms,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,contextual_point,zms,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,calf,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,calf,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,calf,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,consensus,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,consensus,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,consensus,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,dwt,10,False,,,24
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,dwt,25,False,,,32
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,dwt,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,itrans,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,itrans,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,itrans,50,True,2023-03-07,42.0,50
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,kmeans,10,False,,,10
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,kmeans,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,kmeans,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,ocsvm,10,False,,,11
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,ocsvm,25,False,,,25
run_001,run_001_a005,drop_to_zero,medium,log1p,subsequence_pattern,ocsvm,50,False,,,50
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,calf,10,False,,,15
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,calf,25,False,,,39
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,calf,50,False,,,79
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,consensus,10,False,,,16
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,consensus,25,False,,,35
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,consensus,50,False,,,70
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,dp,10,False,,,16
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,dp,25,False,,,39
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,dp,50,False,,,71
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,isolation_forest,10,False,,,14
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,isolation_forest,25,False,,,34
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,isolation_forest,50,False,,,65
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,units,10,False,,,14
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,units,25,False,,,37
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,units,50,False,,,76
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,zms,10,False,,,15
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,zms,25,False,,,33
run_001,run_001_a005,drop_to_zero,medium,combined,contextual_point,zms,50,False,,,59
run_001,run_001_a005,drop_to_zero,medium,combined,subsequence_pattern,calf,10,False,,,15
run_001,run_001_a005,drop_to_zero,medium,combined,subsequence_pattern,calf,25,False,,,39
run_001,run_001_a005,drop_to_zero,medium,combined,subsequence_pattern,calf,50,False,,,79
run_001,run_001_a005,drop_to_zero,medium,combined,subsequence_pattern,consensus,10,False,,,13
run_001,run_001_a005,drop_to_zero,medium,combined,subsequence_pattern,consensus,25,False,,,33
