date,variant,anomaly_type,customer,consensus_rank,consensus_score,available_method_count,missing_method_count
2023-08-07,raw_log1p,global_point,330387000,15,0.8377500000000001,5,0
2023-08-29,raw_log1p,global_point,13400000,23,0.8731805555555556,5,0
2023-08-30,raw_log1p,contextual_point,13400000,19,0.9035047208538588,5,0
2023-09-08,raw_log1p,contextual_point,13401000,14,0.9245244937055282,5,0
2023-09-08,raw_log1p,contextual_point,161838000,22,0.8878232758620689,5,0
2023-09-08,raw_log1p,contextual_point,633000,12,0.9294642857142856,5,0
2023-09-11,raw_log1p,contextual_point,,16,0.9404625068418172,5,0
2023-09-11,raw_log1p,contextual_point,330387000,4,0.9880832649151614,5,0
2023-09-11,raw_log1p,global_point,330387000,2,0.9425972222222224,5,0
2023-09-18,raw_log1p,contextual_point,,22,0.9291085112205802,5,0
2023-09-18,raw_log1p,contextual_point,2968000,5,0.983410303776683,5,0
2023-09-18,raw_log1p,global_point,2968000,7,0.9852083333333332,5,0
2023-09-20,raw_log1p,contextual_point,13400000,16,0.9204775588396276,5,0
2023-09-20,raw_log1p,contextual_point,2968000,13,0.9401785714285712,5,0
2023-09-20,raw_log1p,global_point,161838000,15,0.8955,5,0
2023-10-04,raw_log1p,contextual_point,2968000,9,0.9718305281882867,5,0
2023-10-04,raw_log1p,global_point,2968000,8,0.9782361111111112,5,0
2023-10-23,raw_log1p,contextual_point,13400000,6,0.961591748768473,5,0
2023-10-23,raw_log1p,contextual_point,13401000,24,0.875080391351943,5,0
2023-10-23,raw_log1p,contextual_point,161832000,19,0.9244577859879584,5,0
2023-10-23,raw_log1p,contextual_point,161836000,25,0.9177014915161468,5,0
2023-10-23,raw_log1p,contextual_point,161838000,4,0.9755370826491518,5,0
2023-10-23,raw_log1p,contextual_point,3296000,14,0.9390667761357416,5,0
2023-10-23,raw_log1p,contextual_point,330387000,18,0.9347376163108922,5,0
2023-10-23,raw_log1p,contextual_point,633000,7,0.9647081964969896,5,0
2023-10-23,raw_log1p,global_point,161838000,7,0.9603055555555556,5,0
2023-11-01,raw_log1p,global_point,13400000,16,0.916875,5,0
2023-11-01,raw_log1p,global_point,13401000,4,0.9850555555555556,5,0
2023-11-03,raw_log1p,contextual_point,2968000,8,0.9740729337712098,5,0
2023-11-03,raw_log1p,global_point,13401000,7,0.9646805555555557,5,0
2023-11-03,raw_log1p,global_point,2968000,10,0.9728611111111112,5,0
2023-11-03,raw_log1p,subsequence_pattern,2968000,12,0.8693374384236453,5,0
2023-11-06,raw_log1p,contextual_point,,10,0.9690065681444991,5,0
2023-11-06,raw_log1p,contextual_point,13401000,15,0.9130028735632184,5,0
2023-11-06,raw_log1p,contextual_point,2968000,4,0.993356595511768,5,0
2023-11-06,raw_log1p,global_point,2968000,3,0.9946111111111112,5,0
2023-11-06,raw_log1p,subsequence_pattern,2968000,10,0.883672619047619,5,0
2023-11-23,raw_log1p,global_point,330387000,20,0.8282083333333332,5,0
2023-11-23,raw_log1p,subsequence_pattern,2968000,13,0.8673562534209086,5,0
2023-11-24,raw_log1p,global_point,2968000,9,0.9744583333333334,5,0
2023-11-24,raw_log1p,subsequence_pattern,2968000,7,0.9069906951286262,5,0
2023-11-27,raw_log1p,contextual_point,620000,8,0.9553708264915162,5,0
2023-11-28,raw_log1p,subsequence_pattern,633000,13,0.9032398056923918,5,0
2023-12-04,raw_log1p,contextual_point,2968000,11,0.962156198686371,5,0
2023-12-04,raw_log1p,global_point,2968000,11,0.970125,5,0
2023-12-04,raw_log1p,subsequence_pattern,2968000,8,0.8971501094690749,5,0
2023-12-08,raw_log1p,contextual_point,13401000,3,0.9676843869731802,5,0
2023-12-08,raw_log1p,global_point,13401000,3,0.9899027777777778,5,0
2023-12-08,raw_log1p,global_point,620000,16,0.8994027777777778,5,0
2023-12-21,raw_log1p,subsequence_pattern,2968000,16,0.8558675424192665,5,0
2024-01-23,raw_log1p,subsequence_pattern,2968000,14,0.8669330870279147,5,0
2024-02-02,raw_log1p,subsequence_pattern,13401000,22,0.8213954570333881,5,0
2024-02-05,raw_log1p,contextual_point,161838000,20,0.8961018746579092,5,0
2024-02-05,raw_log1p,contextual_point,620000,16,0.9270354406130268,5,0
2024-02-08,raw_log1p,subsequence_pattern,13401000,17,0.8541926655719759,5,0
2024-02-12,raw_log1p,global_point,2968000,23,0.8997777777777778,5,0
2024-02-12,raw_log1p,subsequence_pattern,2968000,3,0.9165067733990148,5,0
2024-02-13,raw_log1p,subsequence_pattern,2968000,2,0.9446949917898192,5,0
2024-02-15,raw_log1p,contextual_point,2968000,2,0.995566502463054,5,0
2024-02-15,raw_log1p,global_point,13401000,11,0.9481388888888888,5,0
2024-02-15,raw_log1p,global_point,2968000,1,0.9976666666666668,5,0
2024-02-15,raw_log1p,multivariate_dependency,,22,0.9266568828680898,5,0
2024-02-15,raw_log1p,subsequence_pattern,13401000,13,0.8917098385331144,5,0
2024-02-15,raw_log1p,subsequence_pattern,2968000,1,0.9451510673234812,5,0
2024-02-15,raw_log1p,subsequence_pattern,3296000,15,0.8891605774493705,5,0
2024-02-16,raw_log1p,subsequence_pattern,3296000,14,0.8918680213464695,5,0
2024-02-19,raw_log1p,contextual_point,2968000,24,0.9102456212370004,5,0
2024-02-19,raw_log1p,subsequence_pattern,2968000,9,0.8932598522167489,5,0
2024-02-20,raw_log1p,contextual_point,161838000,16,0.91243329228243,5,0
2024-02-20,raw_log1p,global_point,161838000,22,0.8398749999999999,5,0
2024-02-20,raw_log1p,subsequence_pattern,13401000,21,0.8298604953475645,5,0
2024-02-21,raw_log1p,contextual_point,2968000,21,0.923853995621237,5,0
2024-02-23,raw_log1p,contextual_point,2968000,14,0.932915982484948,5,0
2024-02-26,raw_log1p,contextual_point,13401000,25,0.8726943076081008,5,0
2024-02-29,raw_log1p,global_point,633000,15,0.8692777777777778,5,0
2024-03-01,raw_log1p,contextual_point,,5,0.983738711001642,5,0
2024-03-01,raw_log1p,contextual_point,161832000,20,0.9240079365079364,5,0
2024-03-01,raw_log1p,contextual_point,3296000,1,0.9970443349753694,5,0
2024-03-01,raw_log1p,contextual_point,330387000,2,0.9957307060755336,5,0
2024-03-01,raw_log1p,multivariate_dependency,,13,0.9525006157635468,5,0
2024-03-01,raw_log1p,subsequence_pattern,330387000,18,0.9039310344827586,5,0
2024-03-04,raw_log1p,contextual_point,13400000,14,0.925747468527641,5,0
2024-03-04,raw_log1p,contextual_point,161838000,11,0.9506140530925016,5,0
2024-03-04,raw_log1p,contextual_point,3296000,22,0.9031198686371102,5,0
2024-03-04,raw_log1p,contextual_point,620000,11,0.9486829501915708,5,0
2024-03-04,raw_log1p,contextual_point,633000,16,0.9216663245758074,5,0
2024-03-04,raw_log1p,global_point,161838000,13,0.912513888888889,5,0
2024-03-04,raw_log1p,subsequence_pattern,13400000,19,0.8604780377668308,5,0
2024-03-04,raw_log1p,subsequence_pattern,633000,25,0.8418623426382046,5,0
2024-03-08,raw_log1p,contextual_point,13401000,9,0.9398313492063493,5,0
2024-03-08,raw_log1p,global_point,13401000,17,0.9167361111111112,5,0
2024-03-08,raw_log1p,subsequence_pattern,13400000,6,0.9023876573617952,5,0
2024-03-08,raw_log1p,subsequence_pattern,13401000,15,0.8741537356321839,5,0
2024-03-14,raw_log1p,contextual_point,,6,0.9795908593322388,5,0
2024-03-14,raw_log1p,contextual_point,2968000,1,0.9958384646962234,5,0
2024-03-14,raw_log1p,contextual_point,330387000,1,0.9973351122058018,5,0
2024-03-14,raw_log1p,global_point,2968000,2,0.996625,5,0
2024-03-14,raw_log1p,global_point,330387000,9,0.8953055555555556,5,0
2024-03-14,raw_log1p,multivariate_dependency,,14,0.9502246168582376,5,0
2024-03-14,raw_log1p,subsequence_pattern,330387000,12,0.9297020388615216,5,0
2024-03-15,raw_log1p,subsequence_pattern,13400000,16,0.8655219622331691,5,0
2024-03-15,raw_log1p,subsequence_pattern,330387000,15,0.9150580186097428,5,0
2024-03-17,log1p,multivariate_dependency,,6,0.9288438697318008,5,0
2024-03-18,raw_log1p,contextual_point,161832000,8,0.959658935413246,5,0
2024-03-18,raw_log1p,subsequence_pattern,161832000,22,0.895813081554461,5,0
2024-03-20,raw_log1p,contextual_point,3296000,4,0.9840671182266008,5,0
2024-03-28,log1p,multivariate_dependency,,7,0.9287201012588944,5,0
2024-03-28,raw_log1p,contextual_point,161835000,5,0.983991858237548,5,0
2024-03-28,raw_log1p,contextual_point,161838000,2,0.9897629310344828,5,0
2024-03-28,raw_log1p,global_point,13401000,12,0.9362361111111112,5,0
2024-03-28,raw_log1p,global_point,161835000,20,0.919152777777778,5,0
2024-03-28,raw_log1p,global_point,161838000,2,0.995625,5,0
2024-03-28,raw_log1p,multivariate_dependency,,12,0.9565028735632184,5,0
2024-03-28,raw_log1p,subsequence_pattern,161832000,12,0.9423497536945812,5,0
2024-03-28,raw_log1p,subsequence_pattern,161835000,12,0.9418117131910236,5,0
2024-03-29,raw_log1p,contextual_point,13401000,21,0.8794779693486591,5,0
2024-03-29,raw_log1p,global_point,13400000,10,0.93325,5,0
2024-03-29,raw_log1p,global_point,161832000,13,0.8808194444444444,5,0
2024-03-29,raw_log1p,global_point,330387000,5,0.9290833333333334,5,0
2024-04-03,raw_log1p,contextual_point,13401000,17,0.9092501368363436,5,0
2024-04-03,raw_log1p,contextual_point,3296000,15,0.931694718117132,5,0
2024-04-05,raw_log1p,contextual_point,161838000,9,0.959975369458128,5,0
2024-04-05,raw_log1p,global_point,13401000,8,0.9635,5,0
2024-04-05,raw_log1p,global_point,161838000,4,0.9813333333333332,5,0
2024-04-05,raw_log1p,global_point,620000,9,0.9327361111111112,5,0
2024-04-05,raw_log1p,multivariate_dependency,,18,0.9354503968253968,5,0
2024-04-05,raw_log1p,subsequence_pattern,13401000,5,0.9567558155446086,5,0
2024-04-05,raw_log1p,subsequence_pattern,161838000,11,0.9340728653530376,5,0
2024-04-05,raw_log1p,subsequence_pattern,3296000,7,0.936647030651341,5,0
2024-04-05,raw_log1p,subsequence_pattern,633000,6,0.925028804050356,5,0
2024-04-08,raw_log1p,contextual_point,161838000,14,0.936176108374384,5,0
2024-04-08,raw_log1p,contextual_point,3296000,17,0.9142840038314176,5,0
2024-04-08,raw_log1p,global_point,161838000,12,0.9249166666666668,5,0
2024-04-08,raw_log1p,subsequence_pattern,161838000,20,0.8748899835796389,5,0
2024-04-11,raw,,,9,0.949808065647236,16,0
2024-04-11,raw,multivariate_dependency,,9,0.964427203065134,5,0
2024-04-11,raw_log1p,contextual_point,161838000,7,0.964429392446634,5,0
2024-04-11,raw_log1p,contextual_point,2968000,3,0.9944632594417078,5,0
2024-04-11,raw_log1p,global_point,161838000,8,0.9575,5,0
2024-04-11,raw_log1p,global_point,2968000,4,0.9944583333333332,5,0
2024-04-11,raw_log1p,multivariate_dependency,,9,0.964427203065134,5,0
2024-04-12,raw_log1p,multivariate_dependency,,21,0.9338795840175153,5,0
2024-04-13,raw_log1p,global_point,330387000,23,0.8219444444444445,5,0
2024-04-14,raw_log1p,global_point,161835000,9,0.944138888888889,5,0
2024-04-14,raw_log1p,global_point,330387000,24,0.8166527777777777,5,0
2024-04-15,log1p,,,3,0.911227357861248,16,0
2024-04-15,raw,,,5,0.9662836531882868,16,0
2024-04-15,raw,multivariate_dependency,,6,0.97266605090312,5,0
2024-04-15,raw_log1p,contextual_point,,3,0.9899408182813356,5,0
2024-04-15,raw_log1p,contextual_point,13400000,1,0.9989771483305964,5,0
2024-04-15,raw_log1p,contextual_point,13401000,1,0.9993243705528188,5,0
2024-04-15,raw_log1p,contextual_point,161832000,2,0.9920805966064588,5,0
2024-04-15,raw_log1p,contextual_point,161835000,7,0.9747861932129174,5,0
2024-04-15,raw_log1p,contextual_point,161836000,14,0.9510245621237,5,0
2024-04-15,raw_log1p,contextual_point,161838000,1,0.998667556102901,5,0
2024-04-15,raw_log1p,contextual_point,3296000,2,0.996678297755884,5,0
2024-04-15,raw_log1p,contextual_point,620000,1,0.9973539272030651,5,0
2024-04-15,raw_log1p,contextual_point,633000,1,0.9983579638752051,5,0
2024-04-15,raw_log1p,global_point,,6,0.9701805555555556,5,0
2024-04-15,raw_log1p,global_point,13400000,1,0.9983055555555556,5,0
2024-04-15,raw_log1p,global_point,13401000,1,0.9996527777777778,5,0
2024-04-15,raw_log1p,global_point,161835000,4,0.9652361111111112,5,0
2024-04-15,raw_log1p,global_point,161838000,1,0.9963194444444444,5,0
2024-04-15,raw_log1p,global_point,3296000,3,0.9929722222222224,5,0
2024-04-15,raw_log1p,global_point,620000,2,0.9969861111111112,5,0
2024-04-15,raw_log1p,multivariate_dependency,,6,0.97266605090312,5,0
2024-04-15,raw_log1p,subsequence_pattern,13401000,1,0.9787989189928844,5,0
2024-04-15,raw_log1p,subsequence_pattern,161832000,7,0.9593794471811714,5,0
2024-04-15,raw_log1p,subsequence_pattern,161835000,4,0.9782153804050356,5,0
2024-04-15,raw_log1p,subsequence_pattern,161836000,11,0.9390831280788176,5,0
2024-04-15,raw_log1p,subsequence_pattern,161838000,7,0.9554909688013136,5,0
2024-04-15,raw_log1p,subsequence_pattern,3296000,4,0.9589204296661192,5,0
2024-04-16,raw_log1p,subsequence_pattern,3296000,12,0.9102214696223316,5,0
2024-04-19,raw_log1p,subsequence_pattern,161838000,22,0.8665426245210728,5,0
2024-04-22,log1p,,,1,0.9237694136562672,16,0
2024-04-22,log1p,multivariate_dependency,,4,0.9352751094690748,5,0
2024-04-22,raw,,,3,0.977568888546798,16,0
2024-04-22,raw,multivariate_dependency,,4,0.9740222359058568,5,0
2024-04-22,raw_log1p,contextual_point,,4,0.9893968938149972,5,0
2024-04-22,raw_log1p,contextual_point,161832000,1,0.9935909277504104,5,0
2024-04-22,raw_log1p,contextual_point,161835000,2,0.9946514094143404,5,0
2024-04-22,raw_log1p,contextual_point,161836000,3,0.9936473727422004,5,0
2024-04-22,raw_log1p,contextual_point,330387000,16,0.9458470169677066,5,0
2024-04-22,raw_log1p,contextual_point,633000,11,0.9326970443349756,5,0
2024-04-22,raw_log1p,global_point,,1,0.9942638888888888,5,0
2024-04-22,raw_log1p,global_point,161835000,1,0.9949305555555557,5,0
2024-04-22,raw_log1p,global_point,161836000,3,0.9959166666666668,5,0
2024-04-22,raw_log1p,global_point,161838000,21,0.8404444444444443,5,0
2024-04-22,raw_log1p,multivariate_dependency,,4,0.9740222359058568,5,0
2024-04-22,raw_log1p,subsequence_pattern,161832000,5,0.9654133141762452,5,0
2024-04-22,raw_log1p,subsequence_pattern,161835000,2,0.9901240421455938,5,0
2024-04-22,raw_log1p,subsequence_pattern,161836000,3,0.9795912698412698,5,0
2024-04-23,log1p,,,10,0.8715462720648604,16,0
2024-04-23,log1p,multivariate_dependency,,10,0.9229421866447728,5,0
2024-04-23,raw,,,6,0.9604278060002736,16,0
2024-04-23,raw,multivariate_dependency,,5,0.9740083470169678,5,0
2024-04-23,raw_log1p,contextual_point,,20,0.9325790229885058,5,0
2024-04-23,raw_log1p,multivariate_dependency,,5,0.9740083470169678,5,0
2024-04-23,raw_log1p,subsequence_pattern,,4,0.9680871647509578,5,0
2024-04-23,raw_log1p,subsequence_pattern,161832000,4,0.969603516694034,5,0
2024-04-23,raw_log1p,subsequence_pattern,161835000,3,0.9897620415982484,5,0
2024-04-23,raw_log1p,subsequence_pattern,161836000,2,0.9805903804050357,5,0
2024-04-23,raw_log1p,subsequence_pattern,330387000,4,0.9638485905856596,5,0
2024-04-25,log1p,,,2,0.9213693041871922,16,0
2024-04-25,log1p,multivariate_dependency,,8,0.927575738916256,5,0
2024-04-25,raw,,,2,0.9803520114942528,16,0
2024-04-25,raw,multivariate_dependency,,3,0.9763497536945812,5,0
2024-04-25,raw_log1p,contextual_point,,1,0.9990147783251232,5,0
2024-04-25,raw_log1p,contextual_point,161832000,5,0.9797601943076082,5,0
2024-04-25,raw_log1p,contextual_point,161835000,1,1.0,5,0
2024-04-25,raw_log1p,contextual_point,161836000,1,0.9983579638752051,5,0
2024-04-25,raw_log1p,global_point,,2,0.9903333333333332,5,0
2024-04-25,raw_log1p,global_point,161836000,2,0.999,5,0
2024-04-25,raw_log1p,multivariate_dependency,,3,0.9763497536945812,5,0
2024-04-25,raw_log1p,subsequence_pattern,,2,0.971095238095238,5,0
2024-04-25,raw_log1p,subsequence_pattern,161835000,1,0.9924466338259442,5,0
2024-04-25,raw_log1p,subsequence_pattern,161836000,1,0.9839031198686372,5,0
2024-04-26,raw_log1p,contextual_point,161835000,14,0.958420566502463,5,0
2024-04-28,raw_log1p,global_point,330387000,4,0.9309583333333334,5,0
2024-05-01,raw_log1p,global_point,3296000,18,0.9127916666666666,5,0
2024-05-04,raw_log1p,global_point,161835000,16,0.9284027777777778,5,0
2024-05-13,raw_log1p,contextual_point,13401000,5,0.9631773399014778,5,0
2024-05-13,raw_log1p,contextual_point,161835000,20,0.9302117542419266,5,0
2024-05-13,raw_log1p,contextual_point,161836000,11,0.9687807881773398,5,0
2024-05-13,raw_log1p,global_point,13401000,18,0.9033333333333332,5,0
2024-05-13,raw_log1p,subsequence_pattern,13401000,11,0.8987014915161466,5,0
2024-05-15,log1p,,,4,0.9031385339696224,16,0
2024-05-15,raw,,,10,0.949381521107006,16,0
2024-05-15,raw,multivariate_dependency,,7,0.9725473453749316,5,0
2024-05-15,raw_log1p,contextual_point,,15,0.9563372331691298,5,0
2024-05-15,raw_log1p,contextual_point,161838000,3,0.9860084838533116,5,0
2024-05-15,raw_log1p,contextual_point,3296000,11,0.961374521072797,5,0
2024-05-15,raw_log1p,contextual_point,330387000,8,0.9744766009852216,5,0
2024-05-15,raw_log1p,contextual_point,620000,14,0.9296917761357416,5,0
2024-05-15,raw_log1p,global_point,,23,0.905375,5,0
2024-05-15,raw_log1p,global_point,161838000,3,0.9869444444444444,5,0
2024-05-15,raw_log1p,global_point,620000,21,0.868736111111111,5,0
2024-05-15,raw_log1p,multivariate_dependency,,7,0.9725473453749316,5,0
2024-05-15,raw_log1p,subsequence_pattern,,6,0.9652335112205804,5,0
2024-05-15,raw_log1p,subsequence_pattern,161838000,2,0.9804163245758074,5,0
2024-05-15,raw_log1p,subsequence_pattern,3296000,2,0.9847091543513958,5,0
2024-05-15,raw_log1p,subsequence_pattern,330387000,1,0.9788056923918994,5,0
2024-05-16,log1p,,,7,0.8915016933497537,16,0
2024-05-16,log1p,multivariate_dependency,,2,0.956302271483306,5,0
2024-05-16,raw,,,7,0.9588796096743296,16,0
2024-05-16,raw,multivariate_dependency,,2,0.9773853995621236,5,0
2024-05-16,raw_log1p,contextual_point,161832000,10,0.9570231253420908,5,0
2024-05-16,raw_log1p,global_point,,9,0.956875,5,0
2024-05-16,raw_log1p,multivariate_dependency,,2,0.9773853995621236,5,0
2024-05-16,raw_log1p,subsequence_pattern,,1,0.9739311029009304,5,0
2024-05-16,raw_log1p,subsequence_pattern,161835000,5,0.960356048166393,5,0
2024-05-16,raw_log1p,subsequence_pattern,161838000,1,0.9830493979200876,5,0
2024-05-16,raw_log1p,subsequence_pattern,3296000,1,0.9874828954570332,5,0
2024-05-17,raw,,,4,0.9674227302271484,16,0
2024-05-17,raw,multivariate_dependency,,8,0.969519567597154,5,0
2024-05-17,raw_log1p,global_point,,8,0.964,5,0
2024-05-17,raw_log1p,global_point,161838000,18,0.8709999999999999,5,0
2024-05-17,raw_log1p,global_point,620000,13,0.9116388888888888,5,0
2024-05-17,raw_log1p,subsequence_pattern,,3,0.9708143814997264,5,0
2024-05-17,raw_log1p,subsequence_pattern,161832000,1,0.9861307471264368,5,0
2024-05-17,raw_log1p,subsequence_pattern,161838000,5,0.9712570470717022,5,0
2024-05-20,raw_log1p,contextual_point,161838000,6,0.9744766009852216,5,0
2024-05-20,raw_log1p,global_point,161838000,6,0.9685833333333334,5,0
2024-05-20,raw_log1p,subsequence_pattern,161838000,4,0.972578954570334,5,0
2024-05-22,raw_log1p,global_point,161832000,17,0.8462638888888888,5,0
2024-05-24,raw_log1p,contextual_point,620000,17,0.9166529830322936,5,0
2024-05-24,raw_log1p,contextual_point,633000,17,0.9204142720306512,5,0
2024-05-25,raw_log1p,global_point,3296000,23,0.8625694444444445,5,0
2024-05-27,raw_log1p,contextual_point,161832000,18,0.926120347564313,5,0
2024-05-27,raw_log1p,contextual_point,161838000,12,0.9488214969896004,5,0
2024-05-27,raw_log1p,contextual_point,2968000,18,0.9273860837438423,5,0
2024-05-27,raw_log1p,contextual_point,633000,22,0.8783798576902025,5,0
2024-05-27,raw_log1p,global_point,,12,0.9284027777777778,5,0
2024-05-27,raw_log1p,global_point,161838000,14,0.9100694444444444,5,0
2024-05-27,raw_log1p,global_point,2968000,16,0.935125,5,0
2024-05-27,raw_log1p,subsequence_pattern,161838000,14,0.9191002326217844,5,0
2024-05-28,raw_log1p,subsequence_pattern,161835000,17,0.9226038587848931,5,0
2024-05-29,raw_log1p,subsequence_pattern,161838000,9,0.9467449370552818,5,0
2024-05-30,raw_log1p,global_point,161838000,9,0.9538888888888888,3,2
2024-05-30,raw_log1p,subsequence_pattern,161832000,9,0.9477668308702792,4,1
2024-05-30,raw_log1p,subsequence_pattern,161836000,20,0.9088382594417076,4,1
2024-05-30,raw_log1p,subsequence_pattern,161838000,3,0.9757553366174057,4,1
2024-05-30,raw_log1p,subsequence_pattern,330387000,16,0.9048830049261084,4,1
2024-05-31,raw_log1p,contextual_point,2968000,7,0.9792008757525998,3,2
2024-05-31,raw_log1p,global_point,,13,0.9244444444444444,3,2
2024-05-31,raw_log1p,global_point,161838000,11,0.9255555555555556,3,2
2024-05-31,raw_log1p,global_point,2968000,5,0.9916666666666666,3,2
2024-05-31,raw_log1p,subsequence_pattern,,16,0.9342220853858784,4,1
2024-05-31,raw_log1p,subsequence_pattern,161836000,7,0.9513936781609196,4,1
2024-05-31,raw_log1p,subsequence_pattern,161838000,13,0.9196551724137932,4,1
2024-05-31,raw_log1p,subsequence_pattern,2968000,24,0.8144191297208538,4,1
2024-05-31,raw_log1p,subsequence_pattern,330387000,23,0.8788567323481117,4,1
2024-06-03,log1p,,,5,0.8995219148667424,13,3
2024-06-03,log1p,multivariate_dependency,,3,0.9488936781609196,4,1
2024-06-03,raw,,,8,0.9541246684350132,13,3
2024-06-03,raw,multivariate_dependency,,10,0.9583908045977012,4,1
2024-06-03,raw_log1p,contextual_point,,14,0.9589490968801314,3,2
2024-06-03,raw_log1p,contextual_point,13400000,10,0.9430760810071156,3,2
2024-06-03,raw_log1p,contextual_point,161832000,7,0.9775588396278052,3,2
2024-06-03,raw_log1p,contextual_point,161835000,4,0.9846743295019156,3,2
2024-06-03,raw_log1p,contextual_point,161836000,4,0.9890530925013684,3,2
2024-06-03,raw_log1p,contextual_point,2968000,16,0.9326765188834152,3,2
2024-06-03,raw_log1p,contextual_point,3296000,3,0.9846743295019156,3,2
2024-06-03,raw_log1p,contextual_point,330387000,21,0.9255610290093048,3,2
2024-06-03,raw_log1p,contextual_point,620000,3,0.9939792008757524,3,2
2024-06-03,raw_log1p,contextual_point,633000,5,0.9813902572523264,3,2
2024-06-03,raw_log1p,global_point,620000,3,0.9916666666666668,3,2
2024-06-03,raw_log1p,multivariate_dependency,,10,0.9583908045977012,4,1
2024-06-03,raw_log1p,subsequence_pattern,,8,0.95621921182266,4,1
2024-06-03,raw_log1p,subsequence_pattern,161832000,20,0.905952380952381,4,1
2024-06-03,raw_log1p,subsequence_pattern,161835000,6,0.9508825944170772,4,1
2024-06-03,raw_log1p,subsequence_pattern,161836000,4,0.9632224958949096,4,1
2024-06-03,raw_log1p,subsequence_pattern,3296000,3,0.9679187192118228,4,1
2024-06-03,raw_log1p,subsequence_pattern,330387000,14,0.9197721674876848,4,1
2024-06-04,raw_log1p,contextual_point,620000,9,0.9507389162561576,3,2
2024-06-04,raw_log1p,global_point,161835000,25,0.91,3,2
2024-06-04,raw_log1p,multivariate_dependency,,19,0.9352853037766832,4,1
2024-06-04,raw_log1p,subsequence_pattern,,11,0.947536945812808,4,1
2024-06-04,raw_log1p,subsequence_pattern,161832000,10,0.9477298850574712,4,1
2024-06-04,raw_log1p,subsequence_pattern,161835000,7,0.9498501642036126,4,1
2024-06-04,raw_log1p,subsequence_pattern,161836000,6,0.9559646962233168,4,1
2024-06-05,raw_log1p,global_point,620000,5,0.9705555555555556,3,2
2024-06-05,raw_log1p,subsequence_pattern,161832000,11,0.9472516420361248,4,1
2024-06-05,raw_log1p,subsequence_pattern,161836000,9,0.9483333333333334,4,1
2024-06-06,raw_log1p,global_point,161835000,7,0.9511111111111112,3,2
