anomaly_type,k,recall,hits,labels
global_peak,90,1.0,10,10
global_peak,91,1.0,10,10
global_peak,92,1.0,10,10
global_peak,93,1.0,10,10
global_peak,94,1.0,10,10
global_peak,95,1.0,10,10
global_peak,96,1.0,10,10
global_peak,97,1.0,10,10
global_peak,98,1.0,10,10
global_peak,99,1.0,10,10
global_peak,100,1.0,10,10
global_peak,101,1.0,10,10
global_peak,102,1.0,10,10
global_peak,103,1.0,10,10
global_peak,104,1.0,10,10
global_peak,105,1.0,10,10
global_peak,106,1.0,10,10
global_peak,107,1.0,10,10
global_peak,108,1.0,10,10
global_peak,109,1.0,10,10
global_peak,110,1.0,10,10
global_peak,111,1.0,10,10
global_peak,112,1.0,10,10
global_peak,113,1.0,10,10
global_peak,114,1.0,10,10
global_peak,115,1.0,10,10
global_peak,116,1.0,10,10
global_peak,117,1.0,10,10
global_peak,118,1.0,10,10
global_peak,119,1.0,10,10
global_peak,120,1.0,10,10
global_peak,121,1.0,10,10
global_peak,122,1.0,10,10
global_peak,123,1.0,10,10
global_peak,124,1.0,10,10
global_peak,125,1.0,10,10
global_peak,126,1.0,10,10
global_peak,127,1.0,10,10
global_peak,128,1.0,10,10
global_peak,129,1.0,10,10
global_peak,130,1.0,10,10
global_peak,131,1.0,10,10
global_peak,132,1.0,10,10
global_peak,133,1.0,10,10
global_peak,134,1.0,10,10
global_peak,135,1.0,10,10
global_peak,136,1.0,10,10
global_peak,137,1.0,10,10
global_peak,138,1.0,10,10
global_peak,139,1.0,10,10
global_peak,140,1.0,10,10
global_peak,141,1.0,10,10
global_peak,142,1.0,10,10
global_peak,143,1.0,10,10
global_peak,144,1.0,10,10
global_peak,145,1.0,10,10
global_peak,146,1.0,10,10
global_peak,147,1.0,10,10
global_peak,148,1.0,10,10
global_peak,149,1.0,10,10
global_peak,150,1.0,10,10
global_peak,151,1.0,10,10
global_peak,152,1.0,10,10
global_peak,153,1.0,10,10
global_peak,154,1.0,10,10
global_peak,155,1.0,10,10
global_peak,156,1.0,10,10
global_peak,157,1.0,10,10
global_peak,158,1.0,10,10
global_peak,159,1.0,10,10
global_peak,160,1.0,10,10
global_peak,161,1.0,10,10
global_peak,162,1.0,10,10
global_peak,163,1.0,10,10
global_peak,164,1.0,10,10
global_peak,165,1.0,10,10
global_peak,166,1.0,10,10
global_peak,167,1.0,10,10
global_peak,168,1.0,10,10
global_peak,169,1.0,10,10
global_peak,170,1.0,10,10
global_peak,171,1.0,10,10
global_peak,172,1.0,10,10
global_peak,173,1.0,10,10
global_peak,174,1.0,10,10
global_peak,175,1.0,10,10
global_peak,176,1.0,10,10
global_peak,177,1.0,10,10
global_peak,178,1.0,10,10
global_peak,179,1.0,10,10
global_peak,180,1.0,10,10
global_peak,181,1.0,10,10
global_peak,182,1.0,10,10
global_peak,183,1.0,10,10
global_peak,184,1.0,10,10
global_peak,185,1.0,10,10
global_peak,186,1.0,10,10
global_peak,187,1.0,10,10
global_peak,188,1.0,10,10
global_peak,189,1.0,10,10
global_peak,190,1.0,10,10
global_peak,191,1.0,10,10
global_peak,192,1.0,10,10
global_peak,193,1.0,10,10
global_peak,194,1.0,10,10
global_peak,195,1.0,10,10
global_peak,196,1.0,10,10
global_peak,197,1.0,10,10
global_peak,198,1.0,10,10
global_peak,199,1.0,10,10
global_peak,200,1.0,10,10
contextual_peak,1,0.0,0,10
contextual_peak,2,0.1,1,10
contextual_peak,3,0.1,1,10
contextual_peak,4,0.1,1,10
contextual_peak,5,0.2,2,10
contextual_peak,6,0.2,2,10
contextual_peak,7,0.2,2,10
contextual_peak,8,0.2,2,10
contextual_peak,9,0.3,3,10
contextual_peak,10,0.3,3,10
contextual_peak,11,0.3,3,10
contextual_peak,12,0.4,4,10
contextual_peak,13,0.4,4,10
contextual_peak,14,0.5,5,10
contextual_peak,15,0.5,5,10
contextual_peak,16,0.5,5,10
contextual_peak,17,0.5,5,10
contextual_peak,18,0.5,5,10
contextual_peak,19,0.5,5,10
contextual_peak,20,0.5,5,10
contextual_peak,21,0.5,5,10
contextual_peak,22,0.5,5,10
contextual_peak,23,0.5,5,10
contextual_peak,24,0.5,5,10
contextual_peak,25,0.5,5,10
contextual_peak,26,0.5,5,10
contextual_peak,27,0.5,5,10
contextual_peak,28,0.5,5,10
contextual_peak,29,0.5,5,10
contextual_peak,30,0.5,5,10
contextual_peak,31,0.5,5,10
contextual_peak,32,0.5,5,10
contextual_peak,33,0.5,5,10
contextual_peak,34,0.5,5,10
contextual_peak,35,0.5,5,10
contextual_peak,36,0.5,5,10
contextual_peak,37,0.5,5,10
contextual_peak,38,0.5,5,10
contextual_peak,39,0.5,5,10
contextual_peak,40,0.6,6,10
contextual_peak,41,0.6,6,10
contextual_peak,42,0.6,6,10
contextual_peak,43,0.6,6,10
contextual_peak,44,0.6,6,10
contextual_peak,45,0.6,6,10
contextual_peak,46,0.6,6,10
contextual_peak,47,0.6,6,10
contextual_peak,48,0.6,6,10
contextual_peak,49,0.7,7,10
contextual_peak,50,0.7,7,10
contextual_peak,51,0.7,7,10
contextual_peak,52,0.7,7,10
contextual_peak,53,0.7,7,10
contextual_peak,54,0.7,7,10
contextual_peak,55,0.7,7,10
contextual_peak,56,0.7,7,10
contextual_peak,57,0.7,7,10
contextual_peak,58,0.7,7,10
contextual_peak,59,0.7,7,10
contextual_peak,60,0.7,7,10
contextual_peak,61,0.7,7,10
contextual_peak,62,0.7,7,10
contextual_peak,63,0.7,7,10
contextual_peak,64,0.7,7,10
contextual_peak,65,0.7,7,10
contextual_peak,66,0.7,7,10
contextual_peak,67,0.7,7,10
contextual_peak,68,0.7,7,10
contextual_peak,69,0.7,7,10
contextual_peak,70,0.7,7,10
contextual_peak,71,0.7,7,10
contextual_peak,72,0.7,7,10
contextual_peak,73,0.7,7,10
contextual_peak,74,0.7,7,10
contextual_peak,75,0.7,7,10
contextual_peak,76,0.7,7,10
contextual_peak,77,0.7,7,10
contextual_peak,78,0.7,7,10
contextual_peak,79,0.7,7,10
contextual_peak,80,0.7,7,10
contextual_peak,81,0.7,7,10
contextual_peak,82,0.7,7,10
contextual_peak,83,0.7,7,10
contextual_peak,84,0.7,7,10
contextual_peak,85,0.7,7,10
contextual_peak,86,0.7,7,10
contextual_peak,87,0.7,7,10
contextual_peak,88,0.7,7,10
contextual_peak,89,0.7,7,10
contextual_peak,90,0.7,7,10
contextual_peak,91,0.7,7,10
contextual_peak,92,0.7,7,10
contextual_peak,93,0.7,7,10
contextual_peak,94,0.7,7,10
contextual_peak,95,0.7,7,10
contextual_peak,96,0.7,7,10
contextual_peak,97,0.7,7,10
contextual_peak,98,0.7,7,10
contextual_peak,99,0.7,7,10
contextual_peak,100,0.7,7,10
contextual_peak,101,0.7,7,10
contextual_peak,102,0.7,7,10
contextual_peak,103,0.7,7,10
contextual_peak,104,0.7,7,10
contextual_peak,105,0.7,7,10
contextual_peak,106,0.7,7,10
contextual_peak,107,0.7,7,10
contextual_peak,108,0.7,7,10
contextual_peak,109,0.7,7,10
contextual_peak,110,0.7,7,10
contextual_peak,111,0.7,7,10
contextual_peak,112,0.7,7,10
contextual_peak,113,0.7,7,10
contextual_peak,114,0.7,7,10
contextual_peak,115,0.7,7,10
contextual_peak,116,0.7,7,10
contextual_peak,117,0.7,7,10
contextual_peak,118,0.8,8,10
contextual_peak,119,0.8,8,10
contextual_peak,120,0.8,8,10
contextual_peak,121,0.8,8,10
contextual_peak,122,0.8,8,10
contextual_peak,123,0.8,8,10
contextual_peak,124,0.8,8,10
contextual_peak,125,0.8,8,10
contextual_peak,126,0.8,8,10
contextual_peak,127,0.8,8,10
contextual_peak,128,0.8,8,10
contextual_peak,129,0.8,8,10
contextual_peak,130,0.8,8,10
contextual_peak,131,0.8,8,10
contextual_peak,132,0.8,8,10
contextual_peak,133,0.8,8,10
contextual_peak,134,0.8,8,10
contextual_peak,135,0.8,8,10
contextual_peak,136,0.8,8,10
contextual_peak,137,0.8,8,10
contextual_peak,138,0.8,8,10
contextual_peak,139,0.8,8,10
contextual_peak,140,0.8,8,10
contextual_peak,141,0.8,8,10
contextual_peak,142,0.8,8,10
contextual_peak,143,0.8,8,10
contextual_peak,144,0.8,8,10
contextual_peak,145,0.8,8,10
contextual_peak,146,0.8,8,10
contextual_peak,147,0.8,8,10
contextual_peak,148,0.8,8,10
contextual_peak,149,0.8,8,10
contextual_peak,150,0.8,8,10
contextual_peak,151,0.8,8,10
contextual_peak,152,0.8,8,10
contextual_peak,153,0.8,8,10
contextual_peak,154,0.8,8,10
contextual_peak,155,0.8,8,10
contextual_peak,156,0.8,8,10
contextual_peak,157,0.8,8,10
contextual_peak,158,0.8,8,10
contextual_peak,159,0.8,8,10
contextual_peak,160,0.8,8,10
contextual_peak,161,0.8,8,10
contextual_peak,162,0.8,8,10
contextual_peak,163,0.8,8,10
contextual_peak,164,0.8,8,10
contextual_peak,165,0.8,8,10
contextual_peak,166,0.8,8,10
contextual_peak,167,0.8,8,10
contextual_peak,168,0.8,8,10
contextual_peak,169,0.8,8,10
contextual_peak,170,0.8,8,10
contextual_peak,171,0.8,8,10
contextual_peak,172,0.8,8,10
contextual_peak,173,0.8,8,10
contextual_peak,174,0.8,8,10
contextual_peak,175,0.8,8,10
contextual_peak,176,0.8,8,10
contextual_peak,177,0.8,8,10
contextual_peak,178,0.8,8,10
contextual_peak,179,0.8,8,10
contextual_peak,180,0.8,8,10
contextual_peak,181,0.8,8,10
contextual_peak,182,0.8,8,10
contextual_peak,183,0.8,8,10
contextual_peak,184,0.8,8,10
contextual_peak,185,0.8,8,10
contextual_peak,186,0.8,8,10
contextual_peak,187,0.8,8,10
contextual_peak,188,0.9,9,10
contextual_peak,189,0.9,9,10
contextual_peak,190,0.9,9,10
contextual_peak,191,0.9,9,10
contextual_peak,192,0.9,9,10
contextual_peak,193,0.9,9,10
contextual_peak,194,0.9,9,10
contextual_peak,195,0.9,9,10
contextual_peak,196,0.9,9,10
contextual_peak,197,0.9,9,10
contextual_peak,198,0.9,9,10
contextual_peak,199,0.9,9,10
contextual_peak,200,0.9,9,10
drop_to_zero,1,0.0,0,10
drop_to_zero,2,0.0,0,10
drop_to_zero,3,0.0,0,10
drop_to_zero,4,0.1,1,10
drop_to_zero,5,0.1,1,10
drop_to_zero,6,0.1,1,10
drop_to_zero,7,0.1,1,10
drop_to_zero,8,0.1,1,10
drop_to_zero,9,0.1,1,10
drop_to_zero,10,0.2,2,10
drop_to_zero,11,0.3,3,10
drop_to_zero,12,0.3,3,10
drop_to_zero,13,0.3,3,10
drop_to_zero,14,0.3,3,10
drop_to_zero,15,0.3,3,10
drop_to_zero,16,0.3,3,10
drop_to_zero,17,0.3,3,10
drop_to_zero,18,0.3,3,10
drop_to_zero,19,0.3,3,10
drop_to_zero,20,0.3,3,10
drop_to_zero,21,0.3,3,10
drop_to_zero,22,0.4,4,10
drop_to_zero,23,0.5,5,10
drop_to_zero,24,0.5,5,10
drop_to_zero,25,0.5,5,10
drop_to_zero,26,0.5,5,10
drop_to_zero,27,0.5,5,10
drop_to_zero,28,0.5,5,10
drop_to_zero,29,0.5,5,10
drop_to_zero,30,0.5,5,10
drop_to_zero,31,0.6,6,10
drop_to_zero,32,0.6,6,10
drop_to_zero,33,0.6,6,10
drop_to_zero,34,0.7,7,10
drop_to_zero,35,0.8,8,10
drop_to_zero,36,0.8,8,10
drop_to_zero,37,0.8,8,10
drop_to_zero,38,0.8,8,10
drop_to_zero,39,0.8,8,10
drop_to_zero,40,0.8,8,10
drop_to_zero,41,0.8,8,10
drop_to_zero,42,0.8,8,10
drop_to_zero,43,0.8,8,10
drop_to_zero,44,0.8,8,10
drop_to_zero,45,0.8,8,10
drop_to_zero,46,0.8,8,10
drop_to_zero,47,0.8,8,10
drop_to_zero,48,0.8,8,10
drop_to_zero,49,0.8,8,10
drop_to_zero,50,0.8,8,10
drop_to_zero,51,0.8,8,10
drop_to_zero,52,0.8,8,10
drop_to_zero,53,0.8,8,10
drop_to_zero,54,0.8,8,10
drop_to_zero,55,0.8,8,10
drop_to_zero,56,0.8,8,10
drop_to_zero,57,0.8,8,10
drop_to_zero,58,0.8,8,10
drop_to_zero,59,0.8,8,10
drop_to_zero,60,0.8,8,10
drop_to_zero,61,0.8,8,10
drop_to_zero,62,0.8,8,10
drop_to_zero,63,0.8,8,10
drop_to_zero,64,0.8,8,10
drop_to_zero,65,0.8,8,10
drop_to_zero,66,0.8,8,10
drop_to_zero,67,0.8,8,10
drop_to_zero,68,0.8,8,10
drop_to_zero,69,0.8,8,10
drop_to_zero,70,0.8,8,10
drop_to_zero,71,0.8,8,10
drop_to_zero,72,0.8,8,10
drop_to_zero,73,0.8,8,10
drop_to_zero,74,0.8,8,10
drop_to_zero,75,0.8,8,10
drop_to_zero,76,0.8,8,10
drop_to_zero,77,0.8,8,10
drop_to_zero,78,0.8,8,10
drop_to_zero,79,0.8,8,10
drop_to_zero,80,0.8,8,10
drop_to_zero,81,0.8,8,10
drop_to_zero,82,0.8,8,10
drop_to_zero,83,0.8,8,10
drop_to_zero,84,0.8,8,10
drop_to_zero,85,0.8,8,10
drop_to_zero,86,0.8,8,10
drop_to_zero,87,0.8,8,10
drop_to_zero,88,0.8,8,10
drop_to_zero,89,0.8,8,10
drop_to_zero,90,0.8,8,10
drop_to_zero,91,0.8,8,10
drop_to_zero,92,0.8,8,10
drop_to_zero,93,0.8,8,10
drop_to_zero,94,0.8,8,10
drop_to_zero,95,0.8,8,10
drop_to_zero,96,0.8,8,10
drop_to_zero,97,0.9,9,10
drop_to_zero,98,0.9,9,10
drop_to_zero,99,0.9,9,10
drop_to_zero,100,0.9,9,10
drop_to_zero,101,0.9,9,10
drop_to_zero,102,0.9,9,10
drop_to_zero,103,0.9,9,10
drop_to_zero,104,0.9,9,10
drop_to_zero,105,0.9,9,10
drop_to_zero,106,0.9,9,10
drop_to_zero,107,0.9,9,10
drop_to_zero,108,0.9,9,10
drop_to_zero,109,0.9,9,10
drop_to_zero,110,0.9,9,10
drop_to_zero,111,0.9,9,10
drop_to_zero,112,0.9,9,10
drop_to_zero,113,1.0,10,10
drop_to_zero,114,1.0,10,10
drop_to_zero,115,1.0,10,10
drop_to_zero,116,1.0,10,10
drop_to_zero,117,1.0,10,10
drop_to_zero,118,1.0,10,10
drop_to_zero,119,1.0,10,10
drop_to_zero,120,1.0,10,10
drop_to_zero,121,1.0,10,10
drop_to_zero,122,1.0,10,10
drop_to_zero,123,1.0,10,10
drop_to_zero,124,1.0,10,10
drop_to_zero,125,1.0,10,10
drop_to_zero,126,1.0,10,10
drop_to_zero,127,1.0,10,10
drop_to_zero,128,1.0,10,10
drop_to_zero,129,1.0,10,10
drop_to_zero,130,1.0,10,10
drop_to_zero,131,1.0,10,10
drop_to_zero,132,1.0,10,10
drop_to_zero,133,1.0,10,10
drop_to_zero,134,1.0,10,10
drop_to_zero,135,1.0,10,10
drop_to_zero,136,1.0,10,10
drop_to_zero,137,1.0,10,10
drop_to_zero,138,1.0,10,10
drop_to_zero,139,1.0,10,10
drop_to_zero,140,1.0,10,10
drop_to_zero,141,1.0,10,10
drop_to_zero,142,1.0,10,10
drop_to_zero,143,1.0,10,10
drop_to_zero,144,1.0,10,10
drop_to_zero,145,1.0,10,10
drop_to_zero,146,1.0,10,10
drop_to_zero,147,1.0,10,10
drop_to_zero,148,1.0,10,10
drop_to_zero,149,1.0,10,10
drop_to_zero,150,1.0,10,10
drop_to_zero,151,1.0,10,10
drop_to_zero,152,1.0,10,10
drop_to_zero,153,1.0,10,10
drop_to_zero,154,1.0,10,10
drop_to_zero,155,1.0,10,10
drop_to_zero,156,1.0,10,10
drop_to_zero,157,1.0,10,10
drop_to_zero,158,1.0,10,10
drop_to_zero,159,1.0,10,10
drop_to_zero,160,1.0,10,10
drop_to_zero,161,1.0,10,10
drop_to_zero,162,1.0,10,10
drop_to_zero,163,1.0,10,10
drop_to_zero,164,1.0,10,10
drop_to_zero,165,1.0,10,10
drop_to_zero,166,1.0,10,10
drop_to_zero,167,1.0,10,10
drop_to_zero,168,1.0,10,10
drop_to_zero,169,1.0,10,10
drop_to_zero,170,1.0,10,10
drop_to_zero,171,1.0,10,10
drop_to_zero,172,1.0,10,10
drop_to_zero,173,1.0,10,10
drop_to_zero,174,1.0,10,10
drop_to_zero,175,1.0,10,10
drop_to_zero,176,1.0,10,10
drop_to_zero,177,1.0,10,10
drop_to_zero,178,1.0,10,10
drop_to_zero,179,1.0,10,10
drop_to_zero,180,1.0,10,10
drop_to_zero,181,1.0,10,10
drop_to_zero,182,1.0,10,10
drop_to_zero,183,1.0,10,10
drop_to_zero,184,1.0,10,10
drop_to_zero,185,1.0,10,10
drop_to_zero,186,1.0,10,10
drop_to_zero,187,1.0,10,10
drop_to_zero,188,1.0,10,10
drop_to_zero,189,1.0,10,10
drop_to_zero,190,1.0,10,10
drop_to_zero,191,1.0,10,10
drop_to_zero,192,1.0,10,10
drop_to_zero,193,1.0,10,10
drop_to_zero,194,1.0,10,10
drop_to_zero,195,1.0,10,10
drop_to_zero,196,1.0,10,10
drop_to_zero,197,1.0,10,10
drop_to_zero,198,1.0,10,10
drop_to_zero,199,1.0,10,10
drop_to_zero,200,1.0,10,10
activity_block,1,0.1,1,10
activity_block,2,0.1,1,10
activity_block,3,0.1,1,10
activity_block,4,0.1,1,10
activity_block,5,0.1,1,10
activity_block,6,0.2,2,10
activity_block,7,0.2,2,10
activity_block,8,0.2,2,10
activity_block,9,0.4,4,10
activity_block,10,0.4,4,10
activity_block,11,0.4,4,10
activity_block,12,0.4,4,10
activity_block,13,0.4,4,10
activity_block,14,0.4,4,10
activity_block,15,0.5,5,10
activity_block,16,0.6,6,10
activity_block,17,0.6,6,10
activity_block,18,0.6,6,10
activity_block,19,0.6,6,10
activity_block,20,0.6,6,10
activity_block,21,0.6,6,10
activity_block,22,0.7,7,10
activity_block,23,0.7,7,10
activity_block,24,0.7,7,10
activity_block,25,0.7,7,10
activity_block,26,0.7,7,10
activity_block,27,0.7,7,10
activity_block,28,0.7,7,10
activity_block,29,0.7,7,10
activity_block,30,0.7,7,10
activity_block,31,0.8,8,10
activity_block,32,0.8,8,10
activity_block,33,0.8,8,10
activity_block,34,0.8,8,10
activity_block,35,0.8,8,10
activity_block,36,0.8,8,10
activity_block,37,0.8,8,10
activity_block,38,0.8,8,10
activity_block,39,0.8,8,10
activity_block,40,0.8,8,10
activity_block,41,0.8,8,10
activity_block,42,0.8,8,10
activity_block,43,0.8,8,10
activity_block,44,0.8,8,10
activity_block,45,0.8,8,10
activity_block,46,0.8,8,10
activity_block,47,0.8,8,10
activity_block,48,0.8,8,10
activity_block,49,0.8,8,10
activity_block,50,0.8,8,10
activity_block,51,0.8,8,10
activity_block,52,0.8,8,10
activity_block,53,0.8,8,10
activity_block,54,0.8,8,10
activity_block,55,0.8,8,10
activity_block,56,0.8,8,10
activity_block,57,0.8,8,10
activity_block,58,0.8,8,10
activity_block,59,0.8,8,10
activity_block,60,0.8,8,10
activity_block,61,0.8,8,10
activity_block,62,0.8,8,10
activity_block,63,0.8,8,10
activity_block,64,0.8,8,10
activity_block,65,0.8,8,10
activity_block,66,0.8,8,10
activity_block,67,0.8,8,10
activity_block,68,0.8,8,10
activity_block,69,0.8,8,10
activity_block,70,0.8,8,10
activity_block,71,0.9,9,10
activity_block,72,0.9,9,10
activity_block,73,0.9,9,10
activity_block,74,0.9,9,10
activity_block,75,0.9,9,10
activity_block,76,0.9,9,10
activity_block,77,0.9,9,10
activity_block,78,0.9,9,10
activity_block,79,0.9,9,10
activity_block,80,0.9,9,10
activity_block,81,0.9,9,10
activity_block,82,0.9,9,10
activity_block,83,0.9,9,10
activity_block,84,0.9,9,10
activity_block,85,0.9,9,10
activity_block,86,0.9,9,10
activity_block,87,0.9,9,10
activity_block,88,0.9,9,10
activity_block,89,0.9,9,10
activity_block,90,0.9,9,10
activity_block,91,0.9,9,10
activity_block,92,0.9,9,10
activity_block,93,0.9,9,10
activity_block,94,0.9,9,10
activity_block,95,0.9,9,10
activity_block,96,0.9,9,10
activity_block,97,0.9,9,10
activity_block,98,0.9,9,10
activity_block,99,0.9,9,10
activity_block,100,0.9,9,10
activity_block,101,0.9,9,10
activity_block,102,0.9,9,10
activity_block,103,0.9,9,10
activity_block,104,0.9,9,10
activity_block,105,0.9,9,10
activity_block,106,0.9,9,10
activity_block,107,0.9,9,10
activity_block,108,0.9,9,10
activity_block,109,0.9,9,10
activity_block,110,0.9,9,10
activity_block,111,0.9,9,10
activity_block,112,0.9,9,10
activity_block,113,0.9,9,10
activity_block,114,0.9,9,10
activity_block,115,0.9,9,10
activity_block,116,0.9,9,10
activity_block,117,0.9,9,10
activity_block,118,0.9,9,10
activity_block,119,0.9,9,10
activity_block,120,0.9,9,10
activity_block,121,0.9,9,10
activity_block,122,0.9,9,10
activity_block,123,0.9,9,10
activity_block,124,0.9,9,10
activity_block,125,0.9,9,10
activity_block,126,0.9,9,10
activity_block,127,0.9,9,10
activity_block,128,0.9,9,10
activity_block,129,0.9,9,10
activity_block,130,0.9,9,10
activity_block,131,0.9,9,10
activity_block,132,0.9,9,10
activity_block,133,0.9,9,10
activity_block,134,0.9,9,10
activity_block,135,0.9,9,10
activity_block,136,0.9,9,10
activity_block,137,0.9,9,10
activity_block,138,0.9,9,10
activity_block,139,0.9,9,10
activity_block,140,0.9,9,10
activity_block,141,0.9,9,10
activity_block,142,0.9,9,10
activity_block,143,0.9,9,10
activity_block,144,0.9,9,10
activity_block,145,0.9,9,10
activity_block,146,0.9,9,10
activity_block,147,0.9,9,10
activity_block,148,0.9,9,10
activity_block,149,0.9,9,10
activity_block,150,0.9,9,10
activity_block,151,0.9,9,10
activity_block,152,0.9,9,10
activity_block,153,0.9,9,10
activity_block,154,0.9,9,10
activity_block,155,0.9,9,10
activity_block,156,0.9,9,10
activity_block,157,0.9,9,10
activity_block,158,0.9,9,10
activity_block,159,0.9,9,10
activity_block,160,0.9,9,10
activity_block,161,0.9,9,10
activity_block,162,0.9,9,10
activity_block,163,0.9,9,10
activity_block,164,0.9,9,10
activity_block,165,0.9,9,10
activity_block,166,0.9,9,10
activity_block,167,0.9,9,10
activity_block,168,0.9,9,10
activity_block,169,0.9,9,10
activity_block,170,0.9,9,10
activity_block,171,0.9,9,10
activity_block,172,0.9,9,10
activity_block,173,0.9,9,10
activity_block,174,0.9,9,10
activity_block,175,0.9,9,10
activity_block,176,0.9,9,10
activity_block,177,0.9,9,10
activity_block,178,0.9,9,10
activity_block,179,0.9,9,10
activity_block,180,0.9,9,10
activity_block,181,0.9,9,10
activity_block,182,0.9,9,10
activity_block,183,0.9,9,10
activity_block,184,0.9,9,10
activity_block,185,0.9,9,10
activity_block,186,0.9,9,10
activity_block,187,0.9,9,10
activity_block,188,0.9,9,10
activity_block,189,0.9,9,10
activity_block,190,0.9,9,10
activity_block,191,0.9,9,10
activity_block,192,0.9,9,10
activity_block,193,0.9,9,10
activity_block,194,0.9,9,10
activity_block,195,0.9,9,10
activity_block,196,0.9,9,10
activity_block,197,0.9,9,10
activity_block,198,0.9,9,10
activity_block,199,0.9,9,10
activity_block,200,0.9,9,10
multivariate_group_peak,1,0.0,0,10
multivariate_group_peak,2,0.1,1,10
multivariate_group_peak,3,0.1,1,10
multivariate_group_peak,4,0.1,1,10
multivariate_group_peak,5,0.1,1,10
multivariate_group_peak,6,0.2,2,10
multivariate_group_peak,7,0.3,3,10
multivariate_group_peak,8,0.3,3,10
multivariate_group_peak,9,0.3,3,10
multivariate_group_peak,10,0.3,3,10
multivariate_group_peak,11,0.5,5,10
multivariate_group_peak,12,0.6,6,10
multivariate_group_peak,13,0.6,6,10
multivariate_group_peak,14,0.6,6,10
multivariate_group_peak,15,0.6,6,10
multivariate_group_peak,16,0.6,6,10
multivariate_group_peak,17,0.6,6,10
multivariate_group_peak,18,0.6,6,10
multivariate_group_peak,19,0.7,7,10
multivariate_group_peak,20,0.7,7,10
multivariate_group_peak,21,0.7,7,10
multivariate_group_peak,22,0.8,8,10
multivariate_group_peak,23,0.9,9,10
multivariate_group_peak,24,1.0,10,10
multivariate_group_peak,25,1.0,10,10
multivariate_group_peak,26,1.0,10,10
multivariate_group_peak,27,1.0,10,10
multivariate_group_peak,28,1.0,10,10
multivariate_group_peak,29,1.0,10,10
multivariate_group_peak,30,1.0,10,10
multivariate_group_peak,31,1.0,10,10
multivariate_group_peak,32,1.0,10,10
multivariate_group_peak,33,1.0,10,10
multivariate_group_peak,34,1.0,10,10
multivariate_group_peak,35,1.0,10,10
multivariate_group_peak,36,1.0,10,10
multivariate_group_peak,37,1.0,10,10
multivariate_group_peak,38,1.0,10,10
multivariate_group_peak,39,1.0,10,10
multivariate_group_peak,40,1.0,10,10
multivariate_group_peak,41,1.0,10,10
multivariate_group_peak,42,1.0,10,10
multivariate_group_peak,43,1.0,10,10
multivariate_group_peak,44,1.0,10,10
multivariate_group_peak,45,1.0,10,10
multivariate_group_peak,46,1.0,10,10
multivariate_group_peak,47,1.0,10,10
multivariate_group_peak,48,1.0,10,10
